chr	start	end	actual_start	actual_end	signal	kappa	tau	W	P_KS	P_KS_k1	P_KS_k2	P_KS_k3	P_KS_k4	P_KS_k5	MAF
1	907609	907609	907609	907609	0	0	1.08408266149968	1.08408266149968	0.0411091745322669	0.914232244283803	0.498909091186373	0.449971404120605	0.268623199673409	0.989199297480362	0.015645371577575
1	910512	910512	910512	910512	0	2	1.75691226438184	0	0.294608070410933	0.915504267058939	0.0122733527466277	0.975732119041089	0.449412919311318	0.701254208710774	0.0120943358193913
1	913610	913610	913610	913610	0	4	1.13123014658876	0	0.330191160675343	0.0730399100491174	0.0545673987941526	0.487621236586439	0.0227785608262494	0.308145924380068	0.160231271995978
1	914333	914333	914333	914333	0	1	0.801352890321062	0	0.173983924340399	0.0793850758018672	0.594010357061869	0.544500772387505	0.3679552219708	0.502448731505718	0.395382758273815
1	914876	914876	914876	914876	0	4	1.71041550810614	0	0.195319731585535	0.232164368985173	0.108633543288329	0.0848392401368814	0.00380478929200611	0.56998982916744	0.0268957227286387
1	916549	916549	916549	916549	0	0	1.40813379929182	1.40813379929182	0.0232058709565107	0.880272199842845	0.593925090012003	0.993162584651195	0.189546454845517	0.318593133980011	0.245755901557007
1	920503	920503	920503	920503	0	5	0.867235197271964	0	0.0830239933502431	0.628259193553554	0.791279027668348	0.197267188597287	0.0353182675565161	0.0267805602296905	0.147710115752391
1	921071	921071	921071	921071	0	0	0.826969253076205	0.826969253076205	0.130251376743704	0.870428817158333	0.649943126472939	0.96901702080219	0.874483411439681	0.993831884236712	0.08585
1	939950	939950	939950	939950	0	5	0.7355473060761	0	0.73217782969197	0.894208732524326	0.447731212756521	0.762728546716813	0.991190930577995	0.140224110893926	0.0149540264726685
1	940203	940203	940203	940203	0	0	0.317482826496232	0.317482826496232	0.343871998243383	0.935459822411279	0.893150379091529	0.704542617813106	0.714298336689329	0.507795247169322	0.0626
1	945349	945349	945349	945349	0	1	0.725836849403528	0	0.522441518290756	0.0982202043827751	0.562576937711984	0.29532880525328	0.540941247214165	0.519732910893232	0.0355517346009912
1	949608	949608	949608	949608	0	4	0.416695532036414	0	0.565997145875514	0.628208650711667	0.985205758717415	0.300484397056631	0.240662475982614	0.793223251633083	0.39
1	956998	956998	956998	956998	0	3	0.661971847393173	0	0.724755366494697	0.586704627447291	0.539994520813265	0.117602757706583	0.301127111288303	0.537213295554785	0.0180479935470861
1	957640	957640	957640	957640	0	4	0.851097021112922	0	0.148133930228674	0.943235302702375	0.812706414692801	0.995850486726286	0.119088229740039	0.845212401323477	0.0102224894768491
1	958204	958204	958204	958204	0	4	0.0961040910534149	0	0.708611117102251	0.9413631716998	0.708375254049625	0.584389284862159	0.567941848284501	0.91788121729319	0.0137716123843989
1	959509	959509	959509	959509	0	2	0.270098421867988	0	0.517421988941323	0.502909713807103	0.270017307485137	0.536121004760025	0.421027605030268	0.359518581966288	0.10275
1	962720	962720	962720	962720	0	1	0.825731325121329	0	0.975524931542352	0.0797102899054208	0.503267775468503	0.464357219191274	0.533636729419631	0.745780120862566	0.1354
1	963721	963721	963721	963721	0	1	0.131162717343151	0	0.978824095765747	0.359515419598682	0.961202018966702	0.45958310467403	0.48627309295473	0.431018184230245	0.0739865204707775
1	986732	986732	986732	986732	0	4	0.895604087101355	0	0.038649022582611	0.0293843526796711	0.0547163730043178	0.013417995247734	0.0037369048579273	0.00488844206445385	0.0113
1	987253	987253	987253	987253	0	1	0.589751696809615	0	0.752246005504843	0.184083411202555	0.715758229960032	0.41517652236974	0.260465869910882	0.815744054254973	0.02765
1	998170	998170	998170	998170	0	4	0.801325607173144	0	0.486829525911901	0.958472789356242	0.741098959722843	0.501680825687029	0.0792687291152671	0.358207979029388	0.0205223880597015
1	998395	998395	998395	998395	0	1	0.632040473358117	0	0.595260335931422	0.138888558910156	0.908570131129131	0.471503152920048	0.16367824583744	0.6822365678227	0.264422110552764
1	1001290	1001290	1001290	1001290	0	3	0.690960031090115	0	0.25112666359517	0.848540742595129	0.739863933735843	0.150727267545545	0.777294738199536	0.561359330005974	0.0877430346762878
1	1002387	1002387	1002387	1002387	0	4	0.608802905761172	0	0.201972669541318	0.617302156162226	0.946373936183191	0.665734840913768	0.163869595005877	0.987317143369268	0.231217942270944
1	1009234	1009234	1009234	1009234	0	5	0.258939071737925	0	0.818469485199981	0.61759478898769	0.706775410181724	0.814109412891182	0.708787324923233	0.390460288493122	0.42269389397445
1	1018021	1018021	1018021	1018021	0	1	0.830876004840991	0	0.212243527159317	0.0825878638466757	0.571350696632585	0.55948988324479	0.578600466270248	0.518046319246522	0.0183513838748496
1	1022223	1022223	1022223	1022223	0	2	0.917993844636879	0	0.86192543873969	0.497128472719009	0.0600447157401304	0.438487766737672	0.531676262159412	0.489203044340778	0.02085
1	1026913	1026913	1026913	1026913	0	5	1.83556306925109	0	0.991703169947472	0.0617434453076313	0.33801482565811	0.789842357104925	0.376689845055291	0.00550073652100064	0.02715
1	1032184	1032184	1032184	1032184	0	1	0.69764537633185	0	0.314586119098751	0.120603080905004	0.969928114342111	0.394051440816628	0.60117896816858	0.693220329682656	0.271278195488722
1	1033999	1033999	1033999	1033999	0	2	0.519215491676269	0	0.26143766759033	0.437106081512714	0.114411400324065	0.378168013999982	0.376851996824343	0.466554953935137	0.430530348860658
1	1034243	1034243	1034243	1034243	0	5	0.341195239324329	0	0.556854221242688	0.688451203194106	0.711137191541805	0.583561064121984	0.801569599768464	0.31381805324712	0.138565112540193
1	1036601	1036601	1036601	1036601	0	5	0.325208344700016	0	0.406989624595475	0.148828475756614	0.0992973733629912	0.926621229002589	0.148588109764582	0.0703846068670068	0.0224814740636892
1	1042070	1042070	1042070	1042070	0	5	0.463170146656833	0	0.149232015314519	0.280257723045817	0.169300652299405	0.230295865595841	0.136558490445672	0.0582758322847292	0.0261464199517297
1	1054091	1054091	1054091	1054091	0	1	0.885210844869251	0	0.967275913274636	0.0473587554552777	0.202632273084531	0.363589326709969	0.389090216386504	0.22862791783221	0.01645
1	1063492	1063492	1063492	1063492	0	5	0.371632203997139	0	0.510917774614096	0.876457793647379	0.440601029982382	0.484778658873739	0.222219307655591	0.20602090419396	0.0235
1	1065296	1065296	1065296	1065296	0	0	1.22430367354871	1.22430367354871	0.0137831028852794	0.0742318417461697	0.967635317753505	0.0959070060793315	0.974766072664278	0.231020580897201	0.31875
1	1067878	1067878	1067878	1067878	0	4	0.852054703187522	0	0.309048874181576	0.561662922007326	0.308121017215321	0.416388803010669	0.0434482674039364	0.11776571380684	0.0195124398073836
1	1069535	1069535	1069535	1069535	0	5	1.82303205375785	0	0.523771793700395	0.0504123811288566	0.144896025159116	0.332423207203241	0.212442237037074	0.00319307274036832	0.092
1	1069653	1069653	1069653	1069653	0	4	0.604044866286058	0	0.655778977464963	0.769729869533827	0.977315645512405	0.45989112010777	0.179882902711241	0.722827643722315	0.22925
1	1094485	1094485	1094485	1094485	0	4	0.363979943682451	0	0.562748160150683	0.633555398905901	0.455850049225734	0.760485961010134	0.274034127735076	0.751093930314436	0.381497090106361
1	1105721	1105721	1105721	1105721	0	5	0.320600006384955	0	0.978408048300525	0.594816638996571	0.678159475183712	0.478359419719949	0.946068483111137	0.324139402828154	0.06365
1	1108951	1108951	1108951	1108951	0	1	0.440200223313596	0	0.650073167567323	0.229463035326922	0.451323822163764	0.706874666873733	0.63228511424261	0.470230320016575	0.0219245434477222
1	1109104	1109104	1109104	1109104	0	0	0.736212190941281	0.736212190941281	0.142688941308524	0.808170755555908	0.777324769291934	0.79677555314815	0.302396158949381	0.771264505641192	0.0731056025796051
1	1109476	1109476	1109476	1109476	0	5	0.514948818214403	0	0.632544775559965	0.185104697239881	0.513128969493747	0.579295605178142	0.828104759070522	0.176991094750366	0.186704101072897
1	1110557	1110557	1110557	1110557	0	5	0.56333998417832	0	0.304557300006077	0.398221316589787	0.584785527227222	0.226150116904109	0.868126986377473	0.108838994191991	0.03265
1	1115187	1115187	1115187	1115187	0	0	0.164072237913637	0.164072237913637	0.299008588770445	0.609966746146665	0.436270553809793	0.340492190519389	0.822125142978046	0.300854210324229	0.012219652016494
1	1120536	1120536	1120536	1120536	0	0	0.769172609158323	0.769172609158323	0.100202193209839	0.588911230765602	0.184447469659817	0.644372423551095	0.581420974094316	0.65336979764255	0.0243
1	1121358	1121358	1121358	1121358	0	1	0.326166270842777	0	0.545310360836852	0.194897198253197	0.367532951076114	0.70337028552379	0.413020746016937	0.390320241458207	0.0989530903966178
1	1140271	1140271	1140271	1140271	0	5	0.384427091557788	0	0.746251236029217	0.896008934396017	0.334169767187766	0.372187519231624	0.402360661328217	0.166030708717874	0.01325
1	1146339	1146339	1146339	1146339	0	5	2.09647860823542	0	0.613454469668432	0.289406701785272	0.0543292492826	0.213194433538878	0.103099489760724	0.00170725051709761	0.04135
1	1151542	1151542	1151542	1151542	0	1	1.39621216228081	0	0.459451443121608	0.0184513207150037	0.143064209918018	0.340214069503028	0.459559224531735	0.855624251442632	0.0697662704009671
1	1165957	1165957	1165957	1165957	0	1	0.463501128944851	0	0.567308019468589	0.204052271763024	0.457267087204283	0.858714457034316	0.593256579139104	0.663890810950642	0.0104355716878403
1	1172907	1172907	1172907	1172907	0	0	0.560099625032383	0.560099625032383	0.180457644024212	0.837746750034516	0.389615901806939	0.66283473231659	0.48072685748187	0.655352421008988	0.0581
1	1181372	1181372	1181372	1181372	0	3	0.767488444051362	0	0.527375622770015	0.456069513891148	0.233240249037381	0.0842438289657958	0.493203945063733	0.567764225778165	0.11795
1	1182905	1182905	1182905	1182905	0	0	0.780813130459065	0.780813130459065	0.0797654990515491	0.983853481030392	0.78478449291499	0.451560961125505	0.0903996226092768	0.481535397149516	0.07725
1	1190206	1190206	1190206	1190206	0	0	0.698339869577508	0.698339869577508	0.0961424152600769	0.114543895501401	0.498626369364419	0.328401002835093	0.480015098207037	0.732238760799995	0.0143874072588731
1	1191651	1191651	1191651	1191651	0	2	0.471432867057846	0	0.580495584939295	0.750598391058684	0.238145598484003	0.705140121521559	0.285653154774099	0.787328757741895	0.0222233370121401
1	1226063	1226063	1226063	1226063	0	0	0.489557004369122	0.489557004369122	0.18048007704287	0.557168136711808	0.734819543164795	0.764335727259058	0.299399831419713	0.4605208782695	0.0159
1	1226512	1226512	1226512	1226512	0	2	1.06169204883368	0	0.774960996941571	0.683853939394068	0.0593295841371381	0.669700992325324	0.607911591895655	0.934960870896363	0.02445
1	1229680	1229680	1229680	1229680	0	2	0.239373309633472	0	0.819740028124098	0.707396780740701	0.472392324682844	0.709150100958153	0.889618980675419	0.826477802155246	0.03365
1	1231656	1231656	1231656	1231656	0	3	0.420413547702321	0	0.299676136496031	0.402944623195701	0.792971306621416	0.159474376748023	0.49665066212109	0.419859961132657	0.04072036018009
1	1269888	1269888	1269888	1269888	0	1	1.02614321867122	0	0.942296392207527	0.0818024591445538	0.673429260101831	0.780890895332329	0.868779527367377	0.982730205749821	0.0418376538884997
1	1305807	1305807	1305807	1305807	0	1	0.2434421690382	0	0.779276394879911	0.523569904148114	0.917100316898143	0.952205155884037	0.90547052553259	0.949350033697989	0.0102256699576869
1	1334475	1334475	1334475	1334475	0	4	0.284305033035607	0	0.289373374658813	0.430982964836869	0.370197645707956	0.497381120060662	0.223952065052001	0.64713760213519	0.03045
1	1369623	1369623	1369623	1369623	0	2	0.805142239669376	0	0.70544808739877	0.779775644011371	0.110489961101876	0.156700864480114	0.8616611091248	0.361483036256626	0.0122489959839358
1	1391448	1391448	1391448	1391448	0	1	1.88601364910493	0	0.0483295228785659	0.0100666228513779	0.774278940418746	0.988317162179861	0.774278940418746	0.975732119041089	0.0104135224871717
1	1433138	1433138	1433138	1433138	0	4	1.05084536610073	0	0.712805940103241	0.236712613218624	0.629107201410315	0.111539592886444	0.0210560078479203	0.0636131441090113	0.0119107447984722
1	1454207	1454207	1454207	1454207	0	2	0.341966415523996	0	0.366137973776158	0.124166061793911	0.100214463814925	0.345130615738342	0.220240316603937	0.177013124449757	0.04795
1	1461041	1461041	1461041	1461041	0	5	0.300487161692284	0	0.414234833902506	0.56751603069645	0.725990421038148	0.328981852523237	0.661539841217715	0.284112912317664	0.0351125012612249
1	1470464	1470464	1470464	1470464	0	2	0.753196496543685	0	0.175313027565499	0.712883349531553	0.125840946080955	0.810168276587462	0.58031807567402	0.75625345707141	0.0222043604943233
1	1481348	1481348	1481348	1481348	0	1	1.2111525152532	0	0.204612571656246	0.041227414199716	0.969551142813181	0.577085721972991	0.670407110349011	0.981467448535413	0.269944528492184
1	1492438	1492438	1492438	1492438	0	2	0.412761088119045	0	0.204942034357743	0.0528351596169879	0.0458999549344744	0.587743967033401	0.100507761607744	0.118733521113781	0.0168
1	1494355	1494355	1494355	1494355	0	4	0.363991670484602	0	0.602338408186404	0.67000129926146	0.54828063509442	0.271099964899532	0.260524689168223	0.832877047111305	0.0144
1	1496641	1496641	1496641	1496641	0	3	0.4085461270773	0	0.704951935668237	0.612081990455545	0.991768318776346	0.275177791172779	0.906572157841031	0.550815754711511	0.0121754880257597
1	1500925	1500925	1500925	1500925	0	4	0.766641125562343	0	0.493279788512687	0.240601008433982	0.342247080383161	0.136379409027828	0.0411771531547725	0.127641714075419	0.0119
1	1520752	1520752	1520752	1520752	0	3	2.920707954677	0	0.771585144148099	0.829109568349377	0.0733369167311137	0.000664909747663383	0.55395011196744	0.451712378130084	0.11226026709509
1	1525437	1525437	1525437	1525437	0	0	0.549318709608724	0.549318709608724	0.0688767179564941	0.162883672360938	0.798307186831097	0.890002498695255	0.244000745914891	0.155786013592814	0.02095
1	1534710	1534710	1534710	1534710	0	3	0.313496314499357	0	0.63393310936711	0.575091927273528	0.853960471644135	0.372427696361945	0.766546112046073	0.826808613971311	0.0266566265060241
1	1537437	1537437	1537437	1537437	0	5	0.671779113812968	0	0.934346501846244	0.740104901382284	0.749005962261512	0.726283945443665	0.474573976414719	0.157584742553045	0.21165
1	1549720	1549720	1549720	1549720	0	2	0.91475474184917	0	0.267095512523179	0.725711811026062	0.0325021319911035	0.843410230350581	0.0339835706004436	0.261310246096742	0.1365
1	1584593	1584593	1584593	1584593	0	3	0.349674559473741	0	0.506681383637662	0.698424016446177	0.807837898474759	0.312208415657629	0.761824352835327	0.336440529451033	0.280776562656767
1	1611995	1611995	1611995	1611995	0	5	1.47898718029804	0	0.723992591932994	0.513038801238109	0.504534911033623	0.563354801415854	0.959969769241465	0.0186979855500494	0.449728534084054
1	1619767	1619767	1619767	1619767	0	5	1.17436098220407	0	0.558722861028062	0.831501344165115	0.0510561894732	0.226346824988081	0.134950989459788	0.0151500276246745	0.2013
1	1670415	1670415	1670415	1670415	0	3	0.198429156115834	0	0.408099206930635	0.881370719294589	0.628143043964054	0.397767594239158	0.988816132856167	0.55787448131798	0.01205
1	1686081	1686081	1686081	1686081	0	0	0.35365048509154	0.35365048509154	0.337726125138143	0.73689730363087	0.840948061288004	0.762456624890269	0.872850831080554	0.380432706905322	0.02485
1	1686943	1686943	1686943	1686943	0	3	0.304372194090822	0	0.674465885022415	0.64479835506792	0.952494681683497	0.334647660742356	0.799103597155096	0.638009486483938	0.48315
1	1687791	1687791	1687791	1687791	0	4	1.08107445493571	0	0.742949285369974	0.541708681009614	0.762007211709277	0.992848118231649	0.0616431345363608	0.565484975450725	0.0496
1	1691840	1691840	1691840	1691840	0	0	0.424783364674926	0.424783364674926	0.299733704540077	0.79711126369696	0.958313235803896	0.720473029126729	0.448457396237586	0.880553782319658	0.10665
1	1695742	1695742	1695742	1695742	0	4	0.348630889805816	0	0.593377181657834	0.514338782095992	0.771767083915112	0.826147229514438	0.345824184941429	0.977637478166391	0.0807769929364278
1	1699201	1699201	1699201	1699201	0	2	0.501213475646494	0	0.584859200265579	0.979345955069346	0.217509992373664	0.689751555908955	0.753018640899646	0.463529257878036	0.277191925278698
1	1706735	1706735	1706735	1706735	0	3	0.363948960246129	0	0.288681273072707	0.61517018033363	0.680285826781673	0.134483302117603	0.310897567813667	0.187957819233754	0.167000801924619
1	1709119	1709119	1709119	1709119	0	5	0.875773002589609	0	0.430406681173537	0.653743831232092	0.756656587753331	0.314148578262061	0.550987868710047	0.0733447502974588	0.0729
1	1719079	1719079	1719079	1719079	0	1	0.819071644891921	0	0.916269475454143	0.0806568222848215	0.302753199545605	0.839098935926528	0.531756433039699	0.317108845123726	0.0264219443323921
1	1721556	1721556	1721556	1721556	0	4	0.231679892727702	0	0.28109087580027	0.882398854329224	0.37421412161023	0.604169828031106	0.274844760168117	0.468562312514163	0.0112
1	1738371	1738371	1738371	1738371	0	4	1.6830988589208	0	0.471381966640164	0.119399996804235	0.555099561417753	0.917186052653632	0.011515214316191	0.61228586313234	0.13210972166196
1	1738973	1738973	1738973	1738973	0	3	0.202239868558573	0	0.449818905876768	0.559101970790575	0.534056504149463	0.335233444980131	0.358338028359247	0.953148383151873	0.0161
1	1749412	1749412	1749412	1749412	0	4	0.329003357936192	0	0.272762626207843	0.646252598183082	0.559629216291603	0.925684512459018	0.262359637081777	0.541982920915123	0.0205
1	1766856	1766856	1766856	1766856	0	4	0.134444793506908	0	0.713484988258819	0.604916420222462	0.62942433664246	0.457894375883033	0.443864671802264	0.599345313027519	0.02365
1	1772488	1772488	1772488	1772488	0	4	0.316500198263908	0	0.520229575141181	0.980168978550075	0.259696268826891	0.365095312158536	0.176159495702057	0.301468734413696	0.0355386005421142
1	1882287	1882287	1882287	1882287	0	4	0.621995819048069	0	0.234784417827546	0.825138163904447	0.838051299573603	0.506027244292941	0.120830919571787	0.379610637989793	0.167133987582616
1	1886370	1886370	1886370	1886370	0	5	0.508841365480008	0	0.514249497510965	0.557009110554259	0.361088972726992	0.258320356445438	0.472489778217365	0.146403362688093	0.0274
1	1888193	1888193	1888193	1888193	0	2	0.63708244242784	0	0.167262170287424	0.860273540645062	0.0855908809562541	0.4489747583474	0.371116222421067	0.102067111201161	0.27875
1	1889356	1889356	1889356	1889356	0	1	1.27183472779275	0	0.917209497355591	0.0437981507449747	0.474972593081948	0.28746818429343	0.819012446577944	0.979808560330524	0.0266452970049083
1	1892048	1892048	1892048	1892048	0	2	0.405645705243627	0	0.342027346196374	0.470558433437596	0.184913175210317	0.705128583503588	0.973457951628984	0.454120858431747	0.41595
1	1895177	1895177	1895177	1895177	0	5	0.64366337556092	0	0.60100581164784	0.363457908391852	0.729518926139852	0.675054427854079	0.392505940319082	0.136525977923963	0.254572864321608
1	1900186	1900186	1900186	1900186	0	2	0.9165962808873	0	0.617490887289646	0.525128837166274	0.0748228543912587	0.180258318669878	0.921312096691017	0.920251952971578	0.1982
1	1900232	1900232	1900232	1900232	0	2	1.34888317294056	0	0.883573966374958	0.484112363844749	0.0345225992167186	0.770879788873536	0.84286429549594	0.542208175682027	0.44585
1	1905790	1905790	1905790	1905790	0	4	0.518681611732555	0	0.979249087293209	0.461582033587914	0.961389190684883	0.729663790104758	0.221024889945868	0.310067839261527	0.2431
1	1912181	1912181	1912181	1912181	0	5	1.53457524498471	0	0.994566376168053	0.296983707661836	0.0575177128293291	0.569593046280201	0.279483264603053	0.00867276102796006	0.08535
1	1914124	1914124	1914124	1914124	0	4	0.508994213569913	0	0.953188917520707	0.468598336599609	0.799281657289563	0.804566168773124	0.249211198270462	0.83350187404626	0.0393863179074447
1	1930391	1930391	1930391	1930391	0	4	0.271761719563627	0	0.553841595678523	0.71932916740516	0.913734090294875	0.808187804626427	0.38473876882158	0.544404614490918	0.295068795822035
1	1933267	1933267	1933267	1933267	0	3	1.0698122809433	0	0.654825835363561	0.0832042289125336	0.491517425272456	0.0418530043047006	0.90320475035095	0.102410527581343	0.03275
1	1939826	1939826	1939826	1939826	0	2	0.52263209704621	0	0.304749917420681	0.89977510993155	0.215472063432207	0.433292420201463	0.717832418130618	0.737741352014212	0.155888564819471
1	1941658	1941658	1941658	1941658	0	4	0.286914285957082	0	0.535665363023349	0.885878200168458	0.938577298537968	0.878757086799653	0.453894117700641	0.84212765851733	0.304378318805731
1	1951827	1951827	1951827	1951827	0	4	1.15835051098383	0	0.0689563352236762	0.324679738244296	0.233958131683493	0.629679428649285	0.0225478260749582	0.969383710420562	0.170479630744531
1	1960388	1960388	1960388	1960388	0	5	0.143081001618939	0	0.563949543207201	0.82651570352092	0.654279850892791	0.56046115102396	0.901223739519507	0.470633182603337	0.0321866827600081
1	1966244	1966244	1966244	1966244	0	1	0.425656723065054	0	0.830659825237952	0.289902681088646	0.744900216232226	0.505767606947795	0.772518618013227	0.880857520993987	0.0577541181197268
1	1966659	1966659	1966659	1966659	0	4	1.27767877027219	0	0.369829495793249	0.112214521800124	0.788244278197571	0.459382702012704	0.0195129429649526	0.369251255260501	0.02035
1	1967014	1967014	1967014	1967014	0	0	1.46575154079195	1.46575154079195	0.0191273993695118	0.908725452379518	0.223981814084168	0.55899441214004	0.707586694333754	0.442064685345329	0.282670025188917
1	1979724	1979724	1979724	1979724	0	0	0.36697055094019	0.36697055094019	0.162575862854248	0.37846578077489	0.628924860756366	0.224666589716749	0.201126469777398	0.427407027562738	0.239563424202796
1	1980000	1980000	1980000	1980000	0	1	0.521650106768223	0	0.78434991260703	0.106737848910008	0.271273152782213	0.881662678946352	0.354787698323985	0.130064858410083	0.0121718137008349
1	1981118	1981118	1981118	1981118	0	5	0.483136018421772	0	0.235070617170215	0.299286346247441	0.657638586682933	0.935311205034804	0.344543631700681	0.113268254700186	0.0897924395868846
1	1983208	1983208	1983208	1983208	0	5	0.452173225000721	0	0.481957648135865	0.404161815718483	0.370252052691489	0.205758154612512	0.874407365960115	0.142686227247126	0.397996173597825
1	1986754	1986754	1986754	1986754	0	3	0.611212364232862	0	0.748138912169608	0.382621050284709	0.787250011981165	0.115597129085445	0.212622438522333	0.472236348953217	0.06085
1	1987762	1987762	1987762	1987762	0	2	0.460396414655574	0	0.262414507187364	0.957107044314092	0.253747065067401	0.475347811747991	0.732482818985389	0.768826814974087	0.145751436347143
1	1994110	1994110	1994110	1994110	0	0	0.281156403583783	0.281156403583783	0.11502839298497	0.589113402904704	0.142467199739832	0.304866586098725	0.193791529841925	0.219766481986207	0.037124248496994
1	1998878	1998878	1998878	1998878	0	2	0.245775525682835	0	0.67558757252695	0.597616463552042	0.383624315400379	0.822319538634197	0.804403891003764	0.615645973522909	0.0204554615074567
1	2000288	2000288	2000288	2000288	0	4	0.620872330351982	0	0.941202990194397	0.351840943967726	0.732371846677067	0.893874327002278	0.20743196192973	0.866458976487384	0.013222478212962
1	2008959	2008959	2008959	2008959	0	0	0.481043103334218	0.481043103334218	0.231620805282712	0.907882895089897	0.701165712346894	0.614097146343589	0.488422558127399	0.952819629641899	0.013
1	2009294	2009294	2009294	2009294	0	5	1.1399817512504	0	0.685049118438538	0.714048030318653	0.420060701140293	0.298955524889925	0.770822597233993	0.0496295069347224	0.0153
1	2027859	2027859	2027859	2027859	0	3	0.769892329536394	0	0.919127282631965	0.915939055504743	0.188387599508656	0.113313308718527	0.667072827594967	0.569084363045806	0.0135257898455637
1	2028557	2028557	2028557	2028557	0	1	1.07375624791085	0	0.85417694669081	0.0627009275318853	0.988191262354224	0.743070830543748	0.428982379256029	0.622532973831792	0.0203252032520325
1	2034953	2034953	2034953	2034953	0	3	0.379509446951417	0	0.661872001958338	0.956578353528282	0.309588596914074	0.276226005606206	0.412833225147458	0.693542746295455	0.0101824780723863
1	2036597	2036597	2036597	2036597	0	1	1.12778770046886	0	0.343248756381129	0.0526067648122384	0.743898233859718	0.0830154141597097	0.706039981728762	0.876927935330535	0.122053956473774
1	2037028	2037028	2037028	2037028	0	0	0.622459644784052	0.622459644784052	0.183207947411483	0.768075573603741	0.760734300962296	0.245050071856315	0.995191994545664	0.962163861736887	0.0102901315129003
1	2038732	2038732	2038732	2038732	0	3	1.15297205459668	0	0.182312201028505	0.709012886424815	0.157743043024458	0.0412587231575535	0.586796937026022	0.99840743655963	0.2742
1	2045941	2045941	2045941	2045941	0	2	0.440169398661257	0	0.53168552688674	0.985874556589204	0.332077041208529	0.964810077470881	0.914972938637963	0.804039646070913	0.0109873570138471
1	2055826	2055826	2055826	2055826	0	5	1.32545521692382	0	0.868452969662128	0.990682485795512	0.907095424466528	0.293072895563032	0.261712702077801	0.0410479136117626	0.0327069935691318
1	2057925	2057925	2057925	2057925	0	5	0.731689424170312	0	0.570284038086054	0.360253035094009	0.186397106019053	0.698876879381089	0.694523686909427	0.10577956870515	0.0135080847644873
