"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"163","CNOT8","GH05F154763","chr5",154763201,154764000,0.69,11.52
"164","FAXDC2","GH05F154763","chr5",154763201,154764000,0.69,11.52
"165","LARP1","GH05F154763","chr5",154763201,154764000,0.69,10.29
"166","HAND1","GH05F154763","chr5",154763201,154764000,0.69,9.71
"167","MATR3","GH05F139245","chr5",139245802,139247599,0.87,0.29
"168","SPOCK1","GH05F137490","chr5",137490701,137492926,0.98,7.27
"169","TMEM232","GH05F110757","chr5",110757221,110757350,0.59,9.36
"170","HMGXB3","GH05F149438","chr5",149438288,149457733,1.24,50.24
"171","TIGD6","GH05F149438","chr5",149438288,149457733,1.24,34.47
"172","PCYOX1L","GH05F149438","chr5",149438288,149457733,1.24,13.31
"173","IL17B","GH05F149438","chr5",149438288,149457733,1.24,11.35
"174","ARHGEF37","GH05F149438","chr5",149438288,149457733,1.24,5.97
"175","PDGFRB","GH05F149438","chr5",149438288,149457733,1.24,4.25
"176","EDIL3","GH05F084435","chr5",84435563,84436376,0.56,0.22
"177","PAM","GH05F102754","chr5",102754288,102756862,1.21,21.25
"178","ZNF346","GH05F176942","chr5",176942930,176945539,0.38,21.06
"179","HK3","GH05F176942","chr5",176942930,176945539,0.38,11.15
"180","UNC5A","GH05F176942","chr5",176942930,176945539,0.38,10.8
"181","TSPAN17","GH05F176942","chr5",176942930,176945539,0.38,10.64
"182","FGFR4","GH05F176942","chr5",176942930,176945539,0.38,9.29
"183","UIMC1","GH05F176942","chr5",176942930,176945539,0.38,5.69
"184","ANKRD34B","GH05F080606","chr5",80606740,80606751,0.57,11.2
"185","GALNT10","GH05F154355","chr5",154355002,154356960,0.63,4.38
"186","SLIT3","GH05F169267","chr5",169267617,169268692,0.52,10.54
"187","CCNH","GH05F087323","chr5",87323331,87323681,0.4,9.75
"188","NEURL1B","GH05F172564","chr5",172564164,172565899,0.52,11.4
"189","ANXA2R","GH05F042912","chr5",42912359,42912468,0.46,12.52
"190","ZNF131","GH05F042912","chr5",42912359,42912468,0.46,4.36
"191","IQGAP2","GH05F076401","chr5",76401035,76409042,0.94,15.14
"192","S100Z","GH05F076401","chr5",76401035,76409042,0.94,1.18
"193","SMIM3","GH05F150742","chr5",150742322,150743023,0.25,11.55
"194","DCTN4","GH05F150742","chr5",150742322,150743023,0.25,0.34
"195","ARHGAP26","GH05F143124","chr5",143124401,143125200,1.71,29.07
"196","NR3C1","GH05F143124","chr5",143124401,143125200,1.71,12.15
"197","KIF2A","GH05F062284","chr5",62284935,62286085,0.25,0.31
"198","VCAN","GH05F083590","chr5",83590578,83590942,0.54,4.13
"199","PRLR","GH05F035134","chr5",35134756,35136942,1.55,7.42
"200","DHX29","GH05F056037","chr5",56037400,56038145,1.18,14.17
"201","IL6ST","GH05F056037","chr5",56037400,56038145,1.18,11.35
"202","MCC","GH05F112966","chr5",112966645,112970490,1.38,17.4
"203","DCP2","GH05F112966","chr5",112966645,112970490,1.38,13.02
"204","TGFBI","GH05F136035","chr5",136035648,136038468,0.94,0.4
"205","GLRX","GH05F095778","chr5",95778802,95781891,0.71,17.68
"206","RHOBTB3","GH05F095778","chr5",95778802,95781891,0.71,11.57
"207","SPATA9","GH05F095778","chr5",95778802,95781891,0.71,10.3
"208","PPIP5K2","GH05F103056","chr5",103056837,103057995,0.96,34.3
"209","LVRN","GH05F116038","chr5",116038001,116039410,1.04,10.69
"210","ARL14EPL","GH05F116038","chr5",116038001,116039410,1.04,0.4
"211","FAT2","GH05F151592","chr5",151592606,151593715,1.15,11.06
"212","SLC36A1","GH05F151592","chr5",151592606,151593715,1.15,10.64
"213","LRRTM2","GH05F138932","chr5",138932552,138932701,0.25,0.2
"214","RICTOR","GH05F039216","chr5",39216580,39220437,0.25,15.9
"215","CAST","GH05F096690","chr5",96690601,96693437,1.05,44.88
"216","ERAP1","GH05F096690","chr5",96690601,96693437,1.05,6.14
"217","CSF2","GH05F132070","chr5",132070550,132070991,1,26.05
"218","IL3","GH05F132070","chr5",132070550,132070991,1,24.83
"219","P4HA2","GH05F132070","chr5",132070550,132070991,1,13.78
"220","PDLIM4","GH05F132070","chr5",132070550,132070991,1,10.36
"221","IL5","GH05F132070","chr5",132070550,132070991,1,10.34
"222","FNIP1","GH05F132070","chr5",132070550,132070991,1,3.88
"223","RAPGEF6","GH05F132070","chr5",132070550,132070991,1,3.73
"224","SLC22A4","GH05F132070","chr5",132070550,132070991,1,2.07
"225","RAD50","GH05F132070","chr5",132070550,132070991,1,1.95
"226","CARD6","GH05F040895","chr5",40895401,40896004,1.15,11.59
"227","C7","GH05F040895","chr5",40895401,40896004,1.15,0.36
"228","PCDHGC4","GH05F140996","chr5",140996415,140996736,0.49,5.73
"229","PCDHA13","GH05F140996","chr5",140996415,140996736,0.49,3.13
"230","PCDHGA6","GH05F140996","chr5",140996415,140996736,0.49,2.72
"231","PCDHA3","GH05F140996","chr5",140996415,140996736,0.49,2.68
"232","PCDHA2","GH05F140996","chr5",140996415,140996736,0.49,2.3
"233","PCDHB12","GH05F140996","chr5",140996415,140996736,0.49,2.2
"234","PCDHA4","GH05F140996","chr5",140996415,140996736,0.49,1.83
"235","PCDHGA8","GH05F140996","chr5",140996415,140996736,0.49,1.71
"236","PCDHB15","GH05F140996","chr5",140996415,140996736,0.49,1.54
"237","PCDHA6","GH05F140996","chr5",140996415,140996736,0.49,1.53
"238","PCDHGA9","GH05F140996","chr5",140996415,140996736,0.49,1.52
"239","PCDHA7","GH05F140996","chr5",140996415,140996736,0.49,1.44
"240","PCDHB16","GH05F140996","chr5",140996415,140996736,0.49,1.35
"241","PCDHA5","GH05F140996","chr5",140996415,140996736,0.49,1.33
"242","PCDHA10","GH05F140996","chr5",140996415,140996736,0.49,1.26
"243","PCDHA1","GH05F140996","chr5",140996415,140996736,0.49,1.19
"244","PCDHGB6","GH05F140996","chr5",140996415,140996736,0.49,1.16
"245","DTWD2","GH05F119049","chr5",119049426,119050759,0.94,10.52
"246","DMXL1","GH05F119049","chr5",119049426,119050759,0.94,0.36
"247","MTX3","GH05F079937","chr5",79937978,79939318,1.11,0.22
"248","DPYSL3","GH05F147552","chr5",147552547,147556136,1.26,12.87
"249","STK32A","GH05F147552","chr5",147552547,147556136,1.26,10.59
"250","ANKH","GH05F014821","chr5",14821601,14821800,0.46,11.3
"251","RAPGEF6","GH05F131593","chr5",131593402,131596236,1.01,20.27
"252","MEIKIN","GH05F131593","chr5",131593402,131596236,1.01,20.08
"253","HINT1","GH05F131593","chr5",131593402,131596236,1.01,3.84
"254","IL7R","GH05F035820","chr5",35820509,35824377,1.17,15.15
"255","POLR3G","GH05F090542","chr5",90542752,90543462,0.25,9.79
"256","LYSMD3","GH05F090542","chr5",90542752,90543462,0.25,0.36
"257","ZNF366","GH05F072450","chr5",72450259,72455785,1.43,11.33
"258","MAP1B","GH05F072450","chr5",72450259,72455785,1.43,7.94
"259","RAI14","GH05F034585","chr5",34585102,34589007,1.39,12.43
"260","TTC23L","GH05F034585","chr5",34585102,34589007,1.39,10.32
"261","SLC27A6","GH05F128762","chr5",128762463,128764117,0.25,12.47
"262","MATR3","GH05F139310","chr5",139310532,139311400,1.09,12.44
"263","PAIP2","GH05F139310","chr5",139310532,139311400,1.09,12.29
"264","SLC23A1","GH05F139310","chr5",139310532,139311400,1.09,11.45
"265","HSPA9","GH05F139310","chr5",139310532,139311400,1.09,10.29
"266","UBTD2","GH05F172234","chr5",172234025,172237511,1.03,17.61
"267","EFCAB9","GH05F172234","chr5",172234025,172237511,1.03,11.14
"268","PDE4D","GH05F060487","chr5",60487092,60489530,0.81,10.49
"269","IL4","GH05F132688","chr5",132688125,132689400,1.02,7.84
"270","FNIP1","GH05F132688","chr5",132688125,132689400,1.02,4.69
"271","RAI14","GH05F034633","chr5",34633201,34633400,0.67,11.91
"272","SSBP2","GH05F081786","chr5",81786053,81789599,0.5,0.25
"273","DNAJC18","GH05F139438","chr5",139438473,139440310,0.97,57.87
"274","ECSCR","GH05F139438","chr5",139438473,139440310,0.97,11.6
"275","EGR1","GH05F139438","chr5",139438473,139440310,0.97,11
"276","CCDC192","GH05F127762","chr5",127762429,127762578,0.78,0.19
"277","DIMT1","GH05F062431","chr5",62431402,62433799,0.94,8.18
"278","IPO11","GH05F062431","chr5",62431402,62433799,0.94,0.29
"279","ZFP2","GH05F178387","chr5",178387201,178389262,1.34,14.55
"280","ZNF454","GH05F178387","chr5",178387201,178389262,1.34,11.7
"281","COL23A1","GH05F178387","chr5",178387201,178389262,1.34,10.29
"282","ZNF879","GH05F178387","chr5",178387201,178389262,1.34,9.72
"283","CLK4","GH05F178387","chr5",178387201,178389262,1.34,2.09
"284","ZNF879","GH05F178832","chr5",178832702,178833205,0.42,1.7
"285","P4HA2","GH05F132322","chr5",132322168,132323057,0.9,12.32
"286","SLC22A4","GH05F132322","chr5",132322168,132323057,0.9,12.32
"287","PDLIM4","GH05F132322","chr5",132322168,132323057,0.9,10.65
"288","MED10","GH05F006408","chr5",6408047,6408097,0.52,0.29
"289","UBE2QL1","GH05F006408","chr5",6408047,6408097,0.52,0.29
"290","TIGD6","GH05F149963","chr5",149963878,149964027,0.52,10.6
"291","HMGXB3","GH05F149963","chr5",149963878,149964027,0.52,10.6
"292","SLC26A2","GH05F149963","chr5",149963878,149964027,0.52,0.76
"293","IL6ST","GH05F056084","chr5",56084745,56085779,0.87,11.42
"294","PURA","GH05F139962","chr5",139961405,139962557,0.38,40.92
"295","PCDHA3","GH05F139962","chr5",139961405,139962557,0.38,26.64
"296","TMCO6","GH05F139962","chr5",139961405,139962557,0.38,11.25
"297","PSD2","GH05F139962","chr5",139961405,139962557,0.38,11.06
"298","PCDHA2","GH05F139962","chr5",139961405,139962557,0.38,10.88
"299","PCDHA7","GH05F139962","chr5",139961405,139962557,0.38,9.97
"300","CPEB4","GH05F173914","chr5",173914898,173917053,0.52,12.74
"301","BOD1","GH05F173914","chr5",173914898,173917053,0.52,10.91
"302","ZNF131","GH05F043425","chr5",43425619,43426662,0.25,12.42
"303","C5orf34","GH05F043425","chr5",43425619,43426662,0.25,9.97
"304","NNT","GH05F043425","chr5",43425619,43426662,0.25,5.23
"305","CCL28","GH05F043425","chr5",43425619,43426662,0.25,0.36
"306","DHX29","GH05F054516","chr5",54516662,54522879,0.56,24.38
"307","SNX18","GH05F054516","chr5",54516662,54522879,0.56,8.22
"308","HSPB3","GH05F054516","chr5",54516662,54522879,0.56,7.74
"309","MEGF10","GH05F127298","chr5",127298748,127298927,1.12,15.94
"310","CTXN3","GH05F127298","chr5",127298748,127298927,1.12,2.53
"311","CEP120","GH05F123459","chr5",123459579,123461697,1.48,1.92
"312","DNAJC18","GH05F139372","chr5",139372902,139374846,0.5,29.73
"313","SLC23A1","GH05F139372","chr5",139372902,139374846,0.5,14.01
"314","MTMR12","GH05F033271","chr5",33271116,33273006,0.71,9.78
"315","NPR3","GH05F033271","chr5",33271116,33273006,0.71,5.46
"316","TBC1D9B","GH05F179857","chr5",179857704,179860646,0.38,14.59
"317","MRNIP","GH05F179857","chr5",179857704,179860646,0.38,13
"318","PCDHGB6","GH05F141412","chr5",141412874,141413043,0.56,0.76
"319","PCDHGA10","GH05F141412","chr5",141412874,141413043,0.56,0.76
"320","PANK3","GH05F168600","chr5",168600224,168601125,0.25,11.86
"321","SLIT3","GH05F168600","chr5",168600224,168601125,0.25,10
"322","FBLL1","GH05F168600","chr5",168600224,168601125,0.25,7.18
"323","NNT","GH05F043631","chr5",43631399,43631568,0.52,17.12
"324","SV2C","GH05F076256","chr5",76256002,76256646,1.09,11.36
"325","NAIP","GH05F071007","chr5",71007001,71007200,0.38,0.34
"326","SMN1","GH05F071007","chr5",71007001,71007200,0.38,0.16
"327","LECT2","GH05F135999","chr5",135998200,135998400,0.46,0.24
"328","CHSY3","GH05F129903","chr5",129903378,129905457,0.25,15.32
"329","TLX3","GH05F171269","chr5",171269259,171270505,0.38,11.65
"330","MAPK9","GH05F180294","chr5",180294408,180294778,0.78,9.83
"331","MBLAC2","GH05F090020","chr5",90020567,90022350,1.08,11.18
"332","LYSMD3","GH05F090020","chr5",90020567,90022350,1.08,10.52
"333","ANKRD33B","GH05F010583","chr5",10583802,10585799,0.25,13.03
"334","PDZD2","GH05F032083","chr5",32083194,32083204,0.27,2.19
"335","SSBP2","GH05F081606","chr5",81606262,81606451,0.25,0.1
"336","TEX43","GH05F126367","chr5",126367361,126375070,1.6,51.59
"337","ARHGAP26","GH05F142780","chr5",142780601,142781200,0.52,0.36
"338","YTHDC2","GH05F113513","chr5",113513038,113514938,0.67,11.71
"339","FAT2","GH05F151523","chr5",151523400,151523492,0.95,12.84
"340","REEP2","GH05F138479","chr5",138479721,138480096,0.88,12.22
"341","HSPA9","GH05F138479","chr5",138479721,138480096,0.88,12.12
"342","BRD8","GH05F138479","chr5",138479721,138480096,0.88,1.44
"343","BTNL3","GH05F180975","chr5",180975016,180978172,0.52,4.81
"344","IL12B","GH05F159411","chr5",159411768,159413445,1.76,31.08
"345","RNF145","GH05F159411","chr5",159411768,159413445,1.76,2.75
"346","DDX46","GH05F135650","chr5",135650360,135652066,0.56,4.31
"347","ANKRD55","GH05F056202","chr5",56202151,56203200,1.19,0.27
"348","GPBP1","GH05F057185","chr5",57185002,57189399,0.79,0.36
"349","CAPSL","GH05F035861","chr5",35861799,35861948,0.25,10.09
"350","IL7R","GH05F035861","chr5",35861799,35861948,0.25,0.4
"351","FAM114A2","GH05F154041","chr5",154041602,154043599,0.46,7.14
"352","MFAP3","GH05F154041","chr5",154041602,154043599,0.46,5.31
"353","FAF2","GH05F177412","chr5",177412244,177413731,0.5,12.12
"354","F12","GH05F177412","chr5",177412244,177413731,0.5,11.58
"355","ZNF346","GH05F177412","chr5",177412244,177413731,0.5,11.02
"356","MXD3","GH05F177412","chr5",177412244,177413731,0.5,6.75
"357","GRK6","GH05F177412","chr5",177412244,177413731,0.5,0.4
"358","EBF1","GH05F158819","chr5",158819165,158821901,1.5,1.32
"359","RBM22","GH05F149745","chr5",149745751,149750999,0.63,13.12
"360","PPARGC1B","GH05F149745","chr5",149745751,149750999,0.63,5.85
"361","NSUN2","GH05F006592","chr5",6592702,6592885,0.72,5.22
"362","SRD5A1","GH05F006592","chr5",6592702,6592885,0.72,2.34
"363","NNT","GH05F043512","chr5",43512601,43512800,0.46,9.14
"364","C5orf34","GH05F043512","chr5",43512601,43512800,0.46,0.76
"365","FBLL1","GH05F168468","chr5",168468576,168469827,0.25,16.41
"366","SLC1A3","GH05F036617","chr5",36617929,36619716,0.81,0.36
"367","DRD1","GH05F175875","chr5",175875366,175875770,0.57,3.93
"368","CPLX2","GH05F175875","chr5",175875366,175875770,0.57,2.15
"369","SIMC1","GH05F175875","chr5",175875366,175875770,0.57,1.19
"370","ERAP2","GH05F096929","chr5",96929001,96929600,0.93,98.22
"371","ERAP1","GH05F096929","chr5",96929001,96929600,0.93,10.53
"372","LNPEP","GH05F096929","chr5",96929001,96929600,0.93,0.4
"373","RELL2","GH05F141615","chr5",141615931,141619936,0.71,9.16
"374","DIAPH1","GH05F141615","chr5",141615931,141619936,0.71,6.62
"375","ARAP3","GH05F141615","chr5",141615931,141619936,0.71,5.47
"376","MYOZ3","GH05F150647","chr5",150647376,150650978,0.46,0.36
"377","LOX","GH05F121979","chr5",121979801,121980200,0.25,11.54
"378","SRFBP1","GH05F121979","chr5",121979801,121980200,0.25,0.34
"379","GRIA1","GH05F153522","chr5",153522476,153524550,0.46,11.07
"380","KIF2A","GH05F062276","chr5",62276293,62277917,0.62,0.29
"381","COL23A1","GH05F178506","chr5",178506092,178506333,0.6,2.84
"382","NHP2","GH05F178506","chr5",178506092,178506333,0.6,1.47
"383","HNRNPAB","GH05F178506","chr5",178506092,178506333,0.6,1.32
"384","OSMR","GH05F038866","chr5",38866742,38867004,0.32,0.31
"385","PFDN1","GH05F140179","chr5",140179844,140183999,0.81,82.99
"386","HBEGF","GH05F140179","chr5",140179844,140183999,0.81,9.55
"387","CYSTM1","GH05F140179","chr5",140179844,140183999,0.81,6.44
