"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"90325","chr9",4661990,4662543,"PLPP6",3.3385,91.2257,0.0648,"GM12878"
"90326","chr9",4665773,4666924,"PLPP6",2.45,100,0.0521,"GM12878"
"90327","chr9",4689651,4690609,"PLPP6",4.4807,23.6196,0.0225,"GM12878"
"90328","chr9",3525661,3527960,"PLPP6",48.7322,2.9401,0.0305,"GM12878"
"90329","chr9",4678702,4679802,"PLPP6",14.818,64.043,0.2019,"GM12878"
"90330","chr9",4739908,4741559,"PLPP6",10.5486,15.0752,0.0338,"GM12878"
"90331","chr9",4464779,4465656,"CDC37L1-AS1",16.519,6.1014,0.0214,"GM12878"
"90332","chr9",4661990,4662543,"CDC37L1-AS1",3.3385,36.5371,0.0259,"GM12878"
"90333","chr9",4665773,4666924,"CDC37L1-AS1",2.45,52.5502,0.0274,"GM12878"
"90334","chr9",4689651,4690609,"CDC37L1-AS1",4.4807,26.2046,0.025,"GM12878"
"90335","chr9",3525661,3527960,"CDC37L1-AS1",48.7322,1.9538,0.0202,"GM12878"
"90336","chr9",4678702,4679802,"CDC37L1-AS1",14.818,100,0.3149,"GM12878"
"90337","chr9",4739908,4741559,"CDC37L1-AS1",10.5486,12.8308,0.0288,"GM12878"
"90338","chr9",4464779,4465656,"CDC37L1",16.519,6.1014,0.0214,"GM12878"
"90339","chr9",4661990,4662543,"CDC37L1",3.3385,36.5394,0.0259,"GM12878"
"90340","chr9",4665773,4666924,"CDC37L1",2.45,52.5542,0.0274,"GM12878"
"90341","chr9",4689651,4690609,"CDC37L1",4.4807,26.2023,0.0249,"GM12878"
"90342","chr9",3525661,3527960,"CDC37L1",48.7322,1.9538,0.0202,"GM12878"
"90343","chr9",4678702,4679802,"CDC37L1",14.818,100,0.3149,"GM12878"
"90344","chr9",4739908,4741559,"CDC37L1",10.5486,12.8305,0.0288,"GM12878"
"90345","chr9",5438188,5439238,"AK3",19.5875,6.2133,0.0237,"GM12878"
"90346","chr9",4762053,4763368,"AK3",6.4753,19.0269,0.024,"GM12878"
"90347","chr9",4984663,4985479,"AK3",11.4947,12.0957,0.0271,"GM12878"
"90348","chr9",4678702,4679802,"AK3",14.818,14.2154,0.041,"GM12878"
"90349","chr9",4739908,4741559,"AK3",10.5486,100,0.2055,"GM12878"
"90350","chr9",5582774,5584127,"AK3",24.8616,4.6654,0.0226,"GM12878"
"90351","chr9",5628037,5629368,"AK3",27.4671,3.8426,0.0206,"GM12878"
"90352","chr9",5438188,5439238,"RCL1",19.5875,7.2569,0.0264,"GM12878"
"90353","chr9",4762053,4763368,"RCL1",6.4753,22.5594,0.0272,"GM12878"
"90354","chr9",4797449,4798733,"RCL1",4.3237,100,0.0804,"GM12878"
"90355","chr9",4792297,4793083,"RCL1",6.3087,100,0.1174,"GM12878"
"90356","chr9",4984663,4985479,"RCL1",11.4947,12.2091,0.0261,"GM12878"
"90357","chr9",4793151,4793651,"RCL1",3.9293,100,0.0731,"GM12878"
"90358","chr9",4814607,4816373,"RCL1",11.774,21.9823,0.0481,"GM12878"
"90359","chr9",5582774,5584127,"RCL1",24.8616,6.4294,0.0297,"GM12878"
"90360","chr9",5628037,5629368,"RCL1",27.4671,4.7465,0.0243,"GM12878"
"90361","chr9",5438188,5439238,"JAK2",19.5875,11.376,0.0258,"GM12878"
"90362","chr9",4762053,4763368,"JAK2",6.4753,29.9485,0.0225,"GM12878"
"90363","chr9",4970754,4971783,"JAK2",8.1093,49.4138,0.0465,"GM12878"
"90364","chr9",5586090,5587459,"JAK2",17.9554,10.3058,0.0215,"GM12878"
"90365","chr9",4987668,4988338,"JAK2",2.5395,100,0.0294,"GM12878"
"90366","chr9",4984663,4985479,"JAK2",11.4947,100,0.1333,"GM12878"
"90367","chr9",4936289,4937273,"JAK2",6.1051,33.9295,0.024,"GM12878"
"90368","chr9",4985721,4986221,"JAK2",3.605,100,0.0418,"GM12878"
"90369","chr9",4814607,4816373,"JAK2",11.774,22.3865,0.0306,"GM12878"
"90370","chr9",4982609,4983953,"JAK2",5.2713,85.8622,0.0525,"GM12878"
"90371","chr9",4739908,4741559,"JAK2",10.5486,17.9977,0.022,"GM12878"
"90372","chr9",4938942,4939719,"JAK2",5.9011,33.8982,0.0232,"GM12878"
"90373","chr9",5438188,5439238,"RLN2",19.5875,7.9432,0.0574,"GM12878"
"90374","chr9",5586090,5587459,"RLN2",17.9554,5.3743,0.0356,"GM12878"
"90375","chr9",5437677,5438187,"RLN2",11.423,7.9424,0.0335,"GM12878"
"90376","chr9",5450203,5450752,"RLN2",9.6652,6.1569,0.022,"GM12878"
"90377","chr9",5582774,5584127,"RLN2",24.8616,4.0894,0.0375,"GM12878"
"90378","chr9",5304252,5304861,"RLN2",0.6101,100,0.0225,"GM12878"
"90379","chr9",5628037,5629368,"RLN2",27.4671,2.604,0.0264,"GM12878"
"90380","chr9",5438188,5439238,"PLGRKT",19.5875,100,0.1642,"GM12878"
"90381","chr9",5586090,5587459,"PLGRKT",17.9554,29.2786,0.0441,"GM12878"
"90382","chr9",5437677,5438187,"PLGRKT",11.423,100,0.0957,"GM12878"
"90383","chr9",5448052,5449127,"PLGRKT",8.3252,49.2585,0.0344,"GM12878"
"90384","chr9",5450203,5450752,"PLGRKT",9.6652,30.4,0.0246,"GM12878"
"90385","chr9",5582774,5584127,"PLGRKT",24.8616,18.9756,0.0395,"GM12878"
"90386","chr9",5437123,5437623,"PLGRKT",6.5916,100,0.0552,"GM12878"
"90387","chr9",5593869,5594589,"PLGRKT",9.0332,27.6583,0.0209,"GM12878"
"90388","chr9",5628037,5629368,"PLGRKT",27.4671,14.1267,0.0325,"GM12878"
"90389","chr9",5438188,5439238,"CD274",19.5875,24.7072,0.0373,"GM12878"
"90390","chr9",5586090,5587459,"CD274",17.9554,29.7746,0.0412,"GM12878"
"90391","chr9",5437677,5438187,"CD274",11.423,24.7284,0.0218,"GM12878"
"90392","chr9",5448052,5449127,"CD274",8.3252,87.9533,0.0564,"GM12878"
"90393","chr9",5494105,5494605,"CD274",11.4858,26.6963,0.0236,"GM12878"
"90394","chr9",5510257,5510949,"CD274",11.4973,25.3938,0.0225,"GM12878"
"90395","chr9",5493552,5494052,"CD274",13.9813,26.6906,0.0287,"GM12878"
"90396","chr9",5459269,5459769,"CD274",5.0607,100,0.039,"GM12878"
"90397","chr9",5451417,5451917,"CD274",5.4643,100,0.0421,"GM12878"
"90398","chr9",5452289,5452789,"CD274",3.0306,100,0.0233,"GM12878"
"90399","chr9",5450203,5450752,"CD274",9.6652,100,0.0744,"GM12878"
"90400","chr9",5582774,5584127,"CD274",24.8616,31.6032,0.0605,"GM12878"
"90401","chr9",5518107,5519502,"CD274",10.9635,25.5524,0.0216,"GM12878"
"90402","chr9",5455121,5455621,"CD274",2.8126,100,0.0217,"GM12878"
"90403","chr9",5593869,5594589,"CD274",9.0332,33.9807,0.0236,"GM12878"
"90404","chr9",5628037,5629368,"CD274",27.4671,15.2513,0.0323,"GM12878"
"90405","chr9",5516621,5517121,"PDCD1LG2",4.7957,100,0.0455,"GM12878"
"90406","chr9",5586090,5587459,"PDCD1LG2",17.9554,19.6735,0.0335,"GM12878"
"90407","chr9",5529624,5530345,"PDCD1LG2",8.2085,38.3758,0.0299,"GM12878"
"90408","chr9",5514844,5515558,"PDCD1LG2",4.7318,100,0.0449,"GM12878"
"90409","chr9",5494105,5494605,"PDCD1LG2",11.4858,30.9655,0.0337,"GM12878"
"90410","chr9",5510257,5510949,"PDCD1LG2",11.4973,100,0.109,"GM12878"
"90411","chr9",5493552,5494052,"PDCD1LG2",13.9813,30.9806,0.0411,"GM12878"
"90412","chr9",5512634,5513134,"PDCD1LG2",2.4386,100,0.0231,"GM12878"
"90413","chr9",5511686,5512530,"PDCD1LG2",5.6124,100,0.0532,"GM12878"
"90414","chr9",5582774,5584127,"PDCD1LG2",24.8616,21.1006,0.0497,"GM12878"
"90415","chr9",5518107,5519502,"PDCD1LG2",10.9635,100,0.104,"GM12878"
"90416","chr9",5628037,5629368,"PDCD1LG2",27.4671,8.836,0.023,"GM12878"
"90417","chr9",5626813,5627509,"RIC1",15.2326,100,0.1385,"GM12878"
"90418","chr9",5586090,5587459,"RIC1",17.9554,19.4083,0.0317,"GM12878"
"90419","chr9",5617724,5619015,"RIC1",9.7008,59.5927,0.0526,"GM12878"
"90420","chr9",5582774,5584127,"RIC1",24.8616,15.05,0.034,"GM12878"
"90421","chr9",5624533,5625033,"RIC1",3.0795,100,0.028,"GM12878"
"90422","chr9",5593869,5594589,"RIC1",9.0332,25.3716,0.0208,"GM12878"
"90423","chr9",5628037,5629368,"RIC1",27.4671,100,0.2498,"GM12878"
"90424","chr9",5851357,5851857,"ERMP1",4.4714,32.9722,0.0332,"GM12878"
"90425","chr9",5841659,5842319,"ERMP1",1.4198,63.8254,0.0204,"GM12878"
"90426","chr9",5828142,5828791,"ERMP1",1.3985,79.8746,0.0251,"GM12878"
"90427","chr9",5839198,5839698,"ERMP1",0.9855,100,0.0222,"GM12878"
"90428","chr9",5582774,5584127,"ERMP1",24.8616,3.7948,0.0212,"GM12878"
"90429","chr9",5843902,5845399,"ERMP1",4.4552,64.0383,0.0642,"GM12878"
"90430","chr9",5832267,5833387,"ERMP1",5.4091,100,0.1217,"GM12878"
"90431","chr9",6680780,6682394,"ERMP1",46.1059,3.1404,0.0326,"GM12878"
"90432","chr9",5628037,5629368,"ERMP1",27.4671,5.4839,0.0339,"GM12878"
"90433","chr9",6756890,6758195,"KIAA2026",36.3218,2.0734,0.0202,"GM12878"
"90434","chr9",6007753,6008859,"KIAA2026",9.0475,100,0.2426,"GM12878"
"90435","chr9",6006839,6007339,"KIAA2026",1.8112,100,0.0486,"GM12878"
"90436","chr9",6412381,6413400,"KIAA2026",20.4659,3.7046,0.0203,"GM12878"
"90437","chr9",6015252,6015940,"KIAA2026",5.0699,42.2847,0.0575,"GM12878"
"90438","chr9",6680780,6682394,"KIAA2026",46.1059,3.0687,0.0379,"GM12878"
"90439","chr9",6756890,6758195,"RANBP6",36.3218,2.2463,0.0236,"GM12878"
"90440","chr9",6007753,6008859,"RANBP6",9.0475,46.0442,0.1203,"GM12878"
"90441","chr9",6023937,6024549,"RANBP6",0.8073,95.4342,0.0222,"GM12878"
"90442","chr9",6006839,6007339,"RANBP6",1.8112,46.1264,0.0241,"GM12878"
"90443","chr9",6412381,6413400,"RANBP6",20.4659,4.1998,0.0248,"GM12878"
"90444","chr9",6015252,6015940,"RANBP6",5.0699,100,0.1464,"GM12878"
"90445","chr9",6680780,6682394,"RANBP6",46.1059,3.0949,0.0412,"GM12878"
"90446","chr9",6051373,6052061,"RANBP6",4.3506,19.9998,0.0251,"GM12878"
"90447","chr9",5628037,5629368,"RANBP6",27.4671,2.5233,0.02,"GM12878"
"90448","chr9",6750347,6751278,"UHRF2",16.1107,7.4853,0.0208,"GM12878"
"90449","chr9",6756890,6758195,"UHRF2",36.3218,4.2136,0.0264,"GM12878"
"90450","chr9",6417341,6418020,"UHRF2",3.4192,100,0.059,"GM12878"
"90451","chr9",6415205,6415705,"UHRF2",1.8962,100,0.0327,"GM12878"
"90452","chr9",6412381,6413400,"UHRF2",20.4659,100,0.3532,"GM12878"
"90453","chr9",6418544,6419214,"UHRF2",2.491,100,0.043,"GM12878"
"90454","chr9",6680780,6682394,"UHRF2",46.1059,9.1206,0.0726,"GM12878"
"90455","chr9",6703157,6704406,"GLDC",11.5578,10.339,0.0234,"GM12878"
"90456","chr9",6750347,6751278,"GLDC",16.1107,9.4106,0.0297,"GM12878"
"90457","chr9",6645442,6646718,"GLDC",7.6808,100,0.1506,"GM12878"
"90458","chr9",6756890,6758195,"GLDC",36.3218,9.2709,0.066,"GM12878"
"90459","chr9",6689816,6691111,"GLDC",8.2365,13.9363,0.0225,"GM12878"
"90460","chr9",6715571,6717093,"GLDC",15.1322,9.4327,0.028,"GM12878"
"90461","chr9",6632537,6633037,"GLDC",5.6215,33.7919,0.0373,"GM12878"
"90462","chr9",6680780,6682394,"GLDC",46.1059,17.059,0.1543,"GM12878"
"90463","chr9",6683086,6683586,"GLDC",8.7127,17.0724,0.0292,"GM12878"
"90464","chr9",6654954,6655454,"GLDC",3.4817,45.5456,0.0311,"GM12878"
"90465","chr9",6598059,6598842,"GLDC",7.0569,22.5013,0.0311,"GM12878"
"90466","chr9",6630531,6631510,"GLDC",8.6994,33.852,0.0578,"GM12878"
"90467","chr9",6703157,6704406,"KDM4C",11.5578,16.0299,0.02,"GM12878"
"90468","chr9",6750347,6751278,"KDM4C",16.1107,100,0.1735,"GM12878"
"90469","chr9",6758946,6759446,"KDM4C",4.7637,100,0.0513,"GM12878"
"90470","chr9",6756890,6758195,"KDM4C",36.3218,100,0.3912,"GM12878"
"90471","chr9",6715571,6717093,"KDM4C",15.1322,21.3052,0.0347,"GM12878"
"90472","chr9",6680780,6682394,"KDM4C",46.1059,16.3795,0.0813,"GM12878"
"90473","chr9",7756058,7756558,"TMEM261",1.8491,23.0076,0.0247,"GM12878"
"90474","chr9",7297585,7298537,"TMEM261",8.4442,4.2476,0.0208,"GM12878"
"90475","chr9",7976303,7976803,"TMEM261",6.2527,11.8481,0.043,"GM12878"
"90476","chr9",6756890,6758195,"TMEM261",36.3218,2.3092,0.0487,"GM12878"
"90477","chr9",7798987,7800412,"TMEM261",7.1665,100,0.4164,"GM12878"
"90478","chr9",6680780,6682394,"TMEM261",46.1059,0.9764,0.0262,"GM12878"
"90479","chr9",7784170,7785074,"TMEM261",1.312,47.7198,0.0364,"GM12878"
"90480","chr9",12735505,12736170,"LURAP1L-AS1",1.4313,13.1969,0.0649,"GM12878"
"90481","chr9",12784132,12784904,"LURAP1L-AS1",1.0579,30.1698,0.1096,"GM12878"
"90482","chr9",12737722,12738222,"LURAP1L-AS1",0.4413,13.1906,0.02,"GM12878"
"90483","chr9",15510269,15511576,"LURAP1L-AS1",19.8066,0.4622,0.0314,"GM12878"
"90484","chr9",12854062,12854562,"LURAP1L-AS1",0.4702,14.3112,0.0231,"GM12878"
"90485","chr9",12723446,12723946,"LURAP1L-AS1",0.5409,14.131,0.0262,"GM12878"
"90486","chr9",12776143,12776862,"LURAP1L-AS1",0.7139,20.7444,0.0508,"GM12878"
"90487","chr9",12814139,12814865,"LURAP1L-AS1",0.9807,100,0.3367,"GM12878"
"90488","chr9",15529522,15530412,"LURAP1L-AS1",19.0693,0.4503,0.0295,"GM12878"
"90489","chr9",15551902,15553805,"LURAP1L",11.1935,0.9981,0.0296,"GM12878"
"90490","chr9",12774762,12775320,"LURAP1L",0.2256,100,0.0598,"GM12878"
"90491","chr9",12735505,12736170,"LURAP1L",1.4313,19.697,0.0747,"GM12878"
"90492","chr9",12784132,12784904,"LURAP1L",1.0579,100,0.2804,"GM12878"
"90493","chr9",12737722,12738222,"LURAP1L",0.4413,19.6788,0.023,"GM12878"
"90494","chr9",12723446,12723946,"LURAP1L",0.5409,16.9831,0.0243,"GM12878"
"90495","chr9",12776143,12776862,"LURAP1L",0.7139,100,0.1892,"GM12878"
"90496","chr9",12814139,12814865,"LURAP1L",0.9807,19.821,0.0515,"GM12878"
"90497","chr9",15529522,15530412,"LURAP1L",19.0693,0.7101,0.0359,"GM12878"
"90498","chr9",15551902,15553805,"ZDHHC21",11.1935,2.4417,0.0231,"GM12878"
"90499","chr9",14692510,14693010,"ZDHHC21",1.9197,100,0.1622,"GM12878"
"90500","chr9",15529522,15530412,"ZDHHC21",19.0693,1.6078,0.0259,"GM12878"
"90501","chr9",14688111,14688611,"ZDHHC21",3.9186,76.2294,0.2524,"GM12878"
"90502","chr9",14693082,14693906,"ZDHHC21",2.7698,100,0.234,"GM12878"
"90503","chr9",15510269,15511576,"ZDHHC21",19.8066,1.3473,0.0225,"GM12878"
"90504","chr9",14585235,14586118,"ZDHHC21",2.7479,12.4651,0.0289,"GM12878"
"90505","chr9",15295613,15296586,"TTC39B",3.49,49.934,0.1332,"GM12878"
"90506","chr9",15551902,15553805,"TTC39B",11.1935,8.3986,0.0719,"GM12878"
"90507","chr9",15422528,15423033,"TTC39B",5.1512,14.1573,0.0557,"GM12878"
"90508","chr9",15299531,15300031,"TTC39B",1.5921,49.6913,0.0605,"GM12878"
"90509","chr9",15423245,15423745,"TTC39B",2.7131,14.1588,0.0294,"GM12878"
"90510","chr9",15425996,15426496,"TTC39B",2.7391,12.2595,0.0257,"GM12878"
"90511","chr9",15529522,15530412,"TTC39B",19.0693,7.6709,0.1118,"GM12878"
"90512","chr9",15531362,15531862,"TTC39B",3.1913,8.3381,0.0203,"GM12878"
"90513","chr9",15304558,15305058,"TTC39B",0.4149,77.7051,0.0246,"GM12878"
"90514","chr9",15305916,15306416,"TTC39B",0.4452,100,0.034,"GM12878"
"90515","chr9",15510269,15511576,"TTC39B",19.8066,5.4305,0.0822,"GM12878"
"90516","chr9",15307110,15307643,"TTC39B",1.3884,100,0.1061,"GM12878"
"90517","chr9",15295613,15296586,"SNAPC3",3.49,15.9502,0.0234,"GM12878"
"90518","chr9",15551902,15553805,"SNAPC3",11.1935,13.2726,0.0624,"GM12878"
"90519","chr9",15422528,15423033,"SNAPC3",5.1512,100,0.2162,"GM12878"
"90520","chr9",15423245,15423745,"SNAPC3",2.7131,100,0.1139,"GM12878"
"90521","chr9",15511967,15512630,"SNAPC3",3.2971,16.1773,0.0224,"GM12878"
"90522","chr9",15425996,15426496,"SNAPC3",2.7391,100,0.115,"GM12878"
"90523","chr9",15433511,15434261,"SNAPC3",1.1752,50.593,0.025,"GM12878"
"90524","chr9",15529522,15530412,"SNAPC3",19.0693,11.3451,0.0908,"GM12878"
"90525","chr9",15531362,15531862,"SNAPC3",3.1913,16.0767,0.0215,"GM12878"
"90526","chr9",15510269,15511576,"SNAPC3",19.8066,16.1729,0.1345,"GM12878"
"90527","chr9",15551902,15553805,"PSIP1",11.1935,17.1432,0.0386,"GM12878"
"90528","chr9",15511967,15512630,"PSIP1",3.2971,100,0.0663,"GM12878"
"90529","chr9",15513254,15513754,"PSIP1",2.0938,100,0.0421,"GM12878"
"90530","chr9",15529522,15530412,"PSIP1",19.0693,78.5576,0.3012,"GM12878"
"90531","chr9",15531362,15531862,"PSIP1",3.1913,51.4667,0.033,"GM12878"
"90532","chr9",15510269,15511576,"PSIP1",19.8066,100,0.3983,"GM12878"
"90533","chr9",15551902,15553805,"CCDC171",11.1935,100,0.5147,"GM12878"
"90534","chr9",15529522,15530412,"CCDC171",19.0693,14.9342,0.1309,"GM12878"
"90535","chr9",15531362,15531862,"CCDC171",3.1913,20.3244,0.0298,"GM12878"
"90536","chr9",15510269,15511576,"CCDC171",19.8066,12.0008,0.1093,"GM12878"
"90537","chr9",15551902,15553805,"BNC2",11.1935,1.9853,0.0688,"GM12878"
"90538","chr9",16884946,16885446,"BNC2",0.2408,29.5906,0.0221,"GM12878"
"90539","chr9",16458608,16459958,"BNC2",7.6603,1.3761,0.0327,"GM12878"
"90540","chr9",16221373,16222563,"BNC2",3.6611,2.3834,0.027,"GM12878"
"90541","chr9",15510269,15511576,"BNC2",19.8066,0.884,0.0542,"GM12878"
"90542","chr9",16289367,16290652,"BNC2",2.1562,2.99,0.02,"GM12878"
"90543","chr9",16060349,16061201,"BNC2",3.1497,2.9864,0.0291,"GM12878"
"90544","chr9",19048710,19049623,"BNC2",13.3218,1.1095,0.0458,"GM12878"
"90545","chr9",15551902,15553805,"CNTLN",11.1935,0.7458,0.0278,"GM12878"
"90546","chr9",16458608,16459958,"CNTLN",7.6603,1.5149,0.0386,"GM12878"
"90547","chr9",18768565,18769909,"CNTLN",7.1297,1.7217,0.0408,"GM12878"
"90548","chr9",15529522,15530412,"CNTLN",19.0693,0.8907,0.0565,"GM12878"
"90549","chr9",17134732,17135240,"CNTLN",0.6032,100,0.2006,"GM12878"
