"","chr","start","end","TargetGene","activity","hic_contact","ABC_Score","CellType"
"60991","chr22",18001570,18002070,"MICAL3",6.4414,9.3079,0.0267,"GM12878"
"60992","chr22",17795088,17796589,"MICAL3",22.7046,4.3082,0.0436,"GM12878"
"60993","chr22",18056079,18057394,"MICAL3",7.7994,7.6526,0.0266,"GM12878"
"60994","chr22",18057553,18058053,"LINC01634",2.8082,27.5561,0.0229,"GM12878"
"60995","chr22",17800390,17801288,"LINC01634",23.1682,7.4139,0.0509,"GM12878"
"60996","chr22",18105826,18107345,"LINC01634",27.5159,8.8368,0.072,"GM12878"
"60997","chr22",18077638,18078855,"LINC01634",18.6973,14.9623,0.0829,"GM12878"
"60998","chr22",17776954,17777718,"LINC01634",20.7666,3.3758,0.0208,"GM12878"
"60999","chr22",17798137,17798637,"LINC01634",9.6216,7.4153,0.0211,"GM12878"
"61000","chr22",18001570,18002070,"LINC01634",6.4414,18.679,0.0356,"GM12878"
"61001","chr22",17795088,17796589,"LINC01634",22.7046,6.4185,0.0432,"GM12878"
"61002","chr22",18029055,18029634,"LINC01634",0.9298,100,0.0275,"GM12878"
"61003","chr22",18023877,18024377,"LINC01634",0.977,100,0.0289,"GM12878"
"61004","chr22",18056079,18057394,"LINC01634",7.7994,38.1911,0.0882,"GM12878"
"61005","chr22",17800390,17801288,"PEX26",23.1682,12.4702,0.0373,"GM12878"
"61006","chr22",18091412,18092301,"PEX26",4.7955,66.3465,0.0411,"GM12878"
"61007","chr22",18105826,18107345,"PEX26",27.5159,37.8258,0.1344,"GM12878"
"61008","chr22",18077638,18078855,"PEX26",18.6973,100,0.2414,"GM12878"
"61009","chr22",17776954,17777718,"PEX26",20.7666,13.5483,0.0363,"GM12878"
"61010","chr22",18089198,18089698,"PEX26",3.5117,66.175,0.03,"GM12878"
"61011","chr22",18075813,18076479,"PEX26",2.8903,92.1775,0.0344,"GM12878"
"61012","chr22",18088644,18089144,"PEX26",2.3711,66.1321,0.0202,"GM12878"
"61013","chr22",17795088,17796589,"PEX26",22.7046,6.98,0.0205,"GM12878"
"61014","chr22",18105826,18107345,"TUBA8",27.5159,78.1597,0.3577,"GM12878"
"61015","chr22",18113876,18114376,"TUBA8",1.2154,100,0.0202,"GM12878"
"61016","chr22",18077638,18078855,"TUBA8",18.6973,23.5974,0.0734,"GM12878"
"61017","chr22",18103840,18104340,"TUBA8",3.4719,78.5212,0.0453,"GM12878"
"61018","chr22",17776954,17777718,"TUBA8",20.7666,7.3579,0.0254,"GM12878"
"61019","chr22",18149668,18150754,"TUBA8",6.8094,23.5308,0.0266,"GM12878"
"61020","chr22",17795088,17796589,"TUBA8",22.7046,6.4491,0.0244,"GM12878"
"61021","chr22",18104511,18105163,"TUBA8",3.8702,78.4217,0.0505,"GM12878"
"61022","chr22",18110247,18110936,"TUBA8",3.8255,100,0.0636,"GM12878"
"61023","chr22",17800390,17801288,"USP18",23.1682,5.5944,0.0292,"GM12878"
"61024","chr22",18105826,18107345,"USP18",27.5159,19.1616,0.1188,"GM12878"
"61025","chr22",18151237,18151737,"USP18",1.595,100,0.0359,"GM12878"
"61026","chr22",18077638,18078855,"USP18",18.6973,15.6194,0.0658,"GM12878"
"61027","chr22",18152351,18153194,"USP18",4.2119,100,0.0949,"GM12878"
"61028","chr22",17776954,17777718,"USP18",20.7666,6.8826,0.0322,"GM12878"
"61029","chr22",18149668,18150754,"USP18",6.8094,100,0.1534,"GM12878"
"61030","chr22",17795088,17796589,"USP18",22.7046,4.858,0.0248,"GM12878"
"61031","chr22",18110247,18110936,"USP18",3.8255,27.2936,0.0235,"GM12878"
"61032","chr22",19478865,19480075,"DGCR2",30.8062,8.0609,0.0879,"GM12878"
"61033","chr22",19118278,19118778,"DGCR2",1.7529,100,0.062,"GM12878"
"61034","chr22",19122121,19122797,"DGCR2",4.877,100,0.1726,"GM12878"
"61035","chr22",19431446,19432923,"DGCR2",17.3795,6.699,0.0412,"GM12878"
"61036","chr22",19109213,19109877,"DGCR2",2.25,60.5792,0.0482,"GM12878"
"61037","chr22",19144427,19145068,"DGCR2",5.2257,21.3618,0.0395,"GM12878"
"61038","chr22",19121475,19121975,"DGCR2",2.4749,100,0.0876,"GM12878"
"61039","chr22",19447499,19448498,"DGCR2",10.6235,7.8067,0.0293,"GM12878"
"61040","chr22",19171272,19171955,"DGCR2",5.0706,14.6663,0.0263,"GM12878"
"61041","chr22",19085094,19086128,"DGCR2",3.6881,22.2767,0.0291,"GM12878"
"61042","chr22",19478865,19480075,"DGCR14",30.8062,5.4202,0.0833,"GM12878"
"61043","chr22",19122121,19122797,"DGCR14",4.877,14.5101,0.0353,"GM12878"
"61044","chr22",19431446,19432923,"DGCR14",17.3795,5.5957,0.0485,"GM12878"
"61045","chr22",19144427,19145068,"DGCR14",5.2257,100,0.2607,"GM12878"
"61046","chr22",19447499,19448498,"DGCR14",10.6235,5.2363,0.0278,"GM12878"
"61047","chr22",19171272,19171955,"DGCR14",5.0706,24.0098,0.0607,"GM12878"
"61048","chr22",19478865,19480075,"LINC01311",30.8062,7.3825,0.0945,"GM12878"
"61049","chr22",19178613,19179159,"LINC01311",2.3423,22.7976,0.0222,"GM12878"
"61050","chr22",19122121,19122797,"LINC01311",4.877,12.5945,0.0255,"GM12878"
"61051","chr22",19431446,19432923,"LINC01311",17.3795,7.5534,0.0546,"GM12878"
"61052","chr22",19174117,19174617,"LINC01311",1.809,64.6483,0.0486,"GM12878"
"61053","chr22",19144427,19145068,"LINC01311",5.2257,30.3812,0.066,"GM12878"
"61054","chr22",19447499,19448498,"LINC01311",10.6235,6.4496,0.0285,"GM12878"
"61055","chr22",19171272,19171955,"LINC01311",5.0706,100,0.2107,"GM12878"
"61056","chr22",19179224,19179834,"SLC25A1",1.6355,100,0.0673,"GM12878"
"61057","chr22",19478865,19480075,"SLC25A1",30.8062,11.5645,0.1466,"GM12878"
"61058","chr22",19178613,19179159,"SLC25A1",2.3423,100,0.0964,"GM12878"
"61059","chr22",19122121,19122797,"SLC25A1",4.877,11.0027,0.0221,"GM12878"
"61060","chr22",19431446,19432923,"SLC25A1",17.3795,9.2586,0.0662,"GM12878"
"61061","chr22",19174117,19174617,"SLC25A1",1.809,42.4549,0.0316,"GM12878"
"61062","chr22",19144427,19145068,"SLC25A1",5.2257,14.1098,0.0303,"GM12878"
"61063","chr22",19447499,19448498,"SLC25A1",10.6235,6.7018,0.0293,"GM12878"
"61064","chr22",19171272,19171955,"SLC25A1",5.0706,26.6094,0.0555,"GM12878"
"61065","chr22",19430028,19430661,"HIRA",2.9179,100,0.0728,"GM12878"
"61066","chr22",19478865,19480075,"HIRA",30.8062,13.9971,0.1076,"GM12878"
"61067","chr22",19431446,19432923,"HIRA",17.3795,100,0.4338,"GM12878"
"61068","chr22",19447499,19448498,"HIRA",10.6235,24.168,0.0641,"GM12878"
"61069","chr22",19419660,19420160,"HIRA",2.3735,44.6149,0.0264,"GM12878"
"61070","chr22",19430028,19430661,"MRPL40",2.9179,100,0.0728,"GM12878"
"61071","chr22",19478865,19480075,"MRPL40",30.8062,13.9961,0.1076,"GM12878"
"61072","chr22",19431446,19432923,"MRPL40",17.3795,100,0.4338,"GM12878"
"61073","chr22",19447499,19448498,"MRPL40",10.6235,24.1636,0.0641,"GM12878"
"61074","chr22",19419660,19420160,"MRPL40",2.3735,44.6252,0.0264,"GM12878"
"61075","chr22",19430028,19430661,"C22orf39",2.9179,31.6943,0.0237,"GM12878"
"61076","chr22",19449061,19449561,"C22orf39",1.8355,100,0.047,"GM12878"
"61077","chr22",19478865,19480075,"C22orf39",30.8062,20.4854,0.1617,"GM12878"
"61078","chr22",19431446,19432923,"C22orf39",17.3795,31.6442,0.1409,"GM12878"
"61079","chr22",19447499,19448498,"C22orf39",10.6235,100,0.2722,"GM12878"
"61080","chr22",19477631,19478131,"UFD1",1.871,100,0.0317,"GM12878"
"61081","chr22",19478865,19480075,"UFD1",30.8062,100,0.5225,"GM12878"
"61082","chr22",19431446,19432923,"UFD1",17.3795,23.7665,0.0701,"GM12878"
"61083","chr22",19447499,19448498,"UFD1",10.6235,26.6667,0.048,"GM12878"
"61084","chr22",19477631,19478131,"CDC45",1.871,100,0.0317,"GM12878"
"61085","chr22",19478865,19480075,"CDC45",30.8062,100,0.5224,"GM12878"
"61086","chr22",19431446,19432923,"CDC45",17.3795,23.7717,0.0701,"GM12878"
"61087","chr22",19447499,19448498,"CDC45",10.6235,26.6751,0.0481,"GM12878"
"61088","chr22",19941599,19942938,"GNB1L",12.3577,9.1238,0.0358,"GM12878"
"61089","chr22",19478865,19480075,"GNB1L",30.8062,4.3987,0.043,"GM12878"
"61090","chr22",19854598,19855194,"GNB1L",7.9394,100,0.2522,"GM12878"
"61091","chr22",19855455,19856161,"GNB1L",7.2786,100,0.2312,"GM12878"
"61092","chr22",19941599,19942938,"C22orf29",12.3577,9.124,0.0358,"GM12878"
"61093","chr22",19478865,19480075,"C22orf29",30.8062,4.3987,0.043,"GM12878"
"61094","chr22",19854598,19855194,"C22orf29",7.9394,100,0.2522,"GM12878"
"61095","chr22",19855455,19856161,"C22orf29",7.2786,100,0.2312,"GM12878"
"61096","chr22",19941599,19942938,"TXNRD2",12.3577,100,0.4357,"GM12878"
"61097","chr22",19478865,19480075,"TXNRD2",30.8062,2.3176,0.0252,"GM12878"
"61098","chr22",19941082,19941582,"TXNRD2",2.2301,100,0.0786,"GM12878"
"61099","chr22",19854598,19855194,"TXNRD2",7.9394,7.3721,0.0206,"GM12878"
"61100","chr22",19947691,19948191,"COMT",1.5617,100,0.0513,"GM12878"
"61101","chr22",19941599,19942938,"COMT",12.3577,49.2645,0.2,"GM12878"
"61102","chr22",20020513,20021318,"COMT",6.8455,16.3814,0.0368,"GM12878"
"61103","chr22",19478865,19480075,"COMT",30.8062,2.9996,0.0304,"GM12878"
"61104","chr22",20079780,20080481,"COMT",4.2053,14.6104,0.0202,"GM12878"
"61105","chr22",20116809,20117673,"COMT",10.2478,13.4169,0.0452,"GM12878"
"61106","chr22",19941082,19941582,"COMT",2.2301,49.3265,0.0361,"GM12878"
"61107","chr22",19854598,19855194,"COMT",7.9394,12.402,0.0324,"GM12878"
"61108","chr22",19855455,19856161,"COMT",7.2786,12.4,0.0297,"GM12878"
"61109","chr22",20034076,20034576,"TANGO2",1.7144,34.2647,0.0223,"GM12878"
"61110","chr22",19941599,19942938,"TANGO2",12.3577,8.7918,0.0412,"GM12878"
"61111","chr22",20035891,20036575,"TANGO2",1.8818,34.3291,0.0245,"GM12878"
"61112","chr22",20020513,20021318,"TANGO2",6.8455,100,0.2593,"GM12878"
"61113","chr22",19478865,19480075,"TANGO2",30.8062,2.3003,0.0268,"GM12878"
"61114","chr22",20079780,20080481,"TANGO2",4.2053,15.7593,0.0251,"GM12878"
"61115","chr22",20116809,20117673,"TANGO2",10.2478,12.7394,0.0495,"GM12878"
"61116","chr22",20026351,20026851,"TANGO2",0.6277,100,0.0238,"GM12878"
"61117","chr22",19941599,19942938,"DGCR8",12.3577,7.0131,0.0316,"GM12878"
"61118","chr22",20020513,20021318,"DGCR8",6.8455,17.9043,0.0447,"GM12878"
"61119","chr22",19478865,19480075,"DGCR8",30.8062,1.8772,0.0211,"GM12878"
"61120","chr22",20079780,20080481,"DGCR8",4.2053,100,0.1534,"GM12878"
"61121","chr22",20116809,20117673,"DGCR8",10.2478,30.3538,0.1135,"GM12878"
"61122","chr22",20117878,20118378,"DGCR8",3.9076,19.8696,0.0283,"GM12878"
"61123","chr22",20080515,20081015,"DGCR8",2.7099,100,0.0989,"GM12878"
"61124","chr22",20111307,20111807,"TRMT2A",0.8481,100,0.0228,"GM12878"
"61125","chr22",19941599,19942938,"TRMT2A",12.3577,8.1602,0.0271,"GM12878"
"61126","chr22",20020513,20021318,"TRMT2A",6.8455,17.3437,0.0319,"GM12878"
"61127","chr22",19478865,19480075,"TRMT2A",30.8062,2.7289,0.0226,"GM12878"
"61128","chr22",20079780,20080481,"TRMT2A",4.2053,36.5057,0.0413,"GM12878"
"61129","chr22",20116809,20117673,"TRMT2A",10.2478,100,0.2758,"GM12878"
"61130","chr22",20117878,20118378,"TRMT2A",3.9076,69.0436,0.0726,"GM12878"
"61131","chr22",20080515,20081015,"TRMT2A",2.7099,36.4952,0.0266,"GM12878"
"61132","chr22",20111307,20111807,"RANBP1",0.8481,100,0.0228,"GM12878"
"61133","chr22",19941599,19942938,"RANBP1",12.3577,8.1603,0.0271,"GM12878"
"61134","chr22",20020513,20021318,"RANBP1",6.8455,17.3442,0.032,"GM12878"
"61135","chr22",19478865,19480075,"RANBP1",30.8062,2.7289,0.0226,"GM12878"
"61136","chr22",20079780,20080481,"RANBP1",4.2053,36.5078,0.0413,"GM12878"
"61137","chr22",20116809,20117673,"RANBP1",10.2478,100,0.2758,"GM12878"
"61138","chr22",20117878,20118378,"RANBP1",3.9076,69.0145,0.0726,"GM12878"
"61139","chr22",20080515,20081015,"RANBP1",2.7099,36.4973,0.0266,"GM12878"
"61140","chr22",19941599,19942938,"ZDHHC8",12.3577,5.5544,0.0229,"GM12878"
"61141","chr22",20020513,20021318,"ZDHHC8",6.8455,12.7634,0.0292,"GM12878"
"61142","chr22",20079780,20080481,"ZDHHC8",4.2053,15.7482,0.0221,"GM12878"
"61143","chr22",20116809,20117673,"ZDHHC8",10.2478,33.928,0.1162,"GM12878"
"61144","chr22",20131590,20132090,"ZDHHC8",0.8875,100,0.0297,"GM12878"
"61145","chr22",20117878,20118378,"ZDHHC8",3.9076,88.5254,0.1156,"GM12878"
"61146","chr22",20123151,20123651,"ZDHHC8",0.7012,100,0.0234,"GM12878"
"61147","chr22",20205906,20206884,"ZDHHC8",5.3999,14.281,0.0258,"GM12878"
"61148","chr22",20130912,20131509,"ZDHHC8",1.6795,100,0.0561,"GM12878"
"61149","chr22",21001558,21002834,"DGCR6L",25.296,1.3896,0.0238,"GM12878"
"61150","chr22",20116809,20117673,"DGCR6L",10.2478,3.5743,0.0248,"GM12878"
"61151","chr22",20205906,20206884,"DGCR6L",5.3999,6.865,0.0251,"GM12878"
"61152","chr22",20393795,20394532,"DGCR6L",4.4009,10.8016,0.0321,"GM12878"
"61153","chr22",20319635,20320355,"DGCR6L",2.7294,100,0.1844,"GM12878"
"61154","chr22",21001558,21002834,"ZNF74",25.296,1.8924,0.0265,"GM12878"
"61155","chr22",20396535,20397035,"ZNF74",0.8744,100,0.0483,"GM12878"
"61156","chr22",20393795,20394532,"ZNF74",4.4009,100,0.2432,"GM12878"
"61157","chr22",20496329,20496829,"KLHL22",1.9256,100,0.059,"GM12878"
"61158","chr22",20509253,20509905,"KLHL22",3.8908,50.5937,0.0603,"GM12878"
"61159","chr22",20507269,20507791,"KLHL22",5.4126,50.4823,0.0838,"GM12878"
"61160","chr22",20522778,20523871,"KLHL22",4.4315,19.5799,0.0266,"GM12878"
"61161","chr22",20508654,20509154,"KLHL22",1.996,50.5584,0.0309,"GM12878"
"61162","chr22",20495633,20496252,"KLHL22",3.4549,100,0.1059,"GM12878"
"61163","chr22",20494467,20494967,"KLHL22",1.5018,51.5665,0.0237,"GM12878"
"61164","chr22",20507938,20508438,"KLHL22",4.9569,50.5195,0.0768,"GM12878"
"61165","chr22",20496329,20496829,"MED15",1.9256,58.8378,0.0251,"GM12878"
"61166","chr22",20509253,20509905,"MED15",3.8908,100,0.0861,"GM12878"
"61167","chr22",20507269,20507791,"MED15",5.4126,100,0.1198,"GM12878"
"61168","chr22",21001558,21002834,"MED15",25.296,4.1485,0.0232,"GM12878"
"61169","chr22",20510826,20511326,"MED15",1.1853,100,0.0262,"GM12878"
"61170","chr22",20522778,20523871,"MED15",4.4315,47.8186,0.0469,"GM12878"
"61171","chr22",20508654,20509154,"MED15",1.996,100,0.0442,"GM12878"
"61172","chr22",20495633,20496252,"MED15",3.4549,58.8815,0.045,"GM12878"
"61173","chr22",20511476,20511976,"MED15",1.3638,100,0.0302,"GM12878"
"61174","chr22",20524068,20524568,"MED15",2.5465,47.861,0.027,"GM12878"
"61175","chr22",20507938,20508438,"MED15",4.9569,100,0.1097,"GM12878"
"61176","chr22",20750329,20750965,"TMEM191A",5.8027,12.9308,0.0313,"GM12878"
"61177","chr22",20697168,20697912,"TMEM191A",1.2049,99.6296,0.05,"GM12878"
"61178","chr22",20916668,20917675,"TMEM191A",11.6985,4.6593,0.0227,"GM12878"
"61179","chr22",21001558,21002834,"TMEM191A",25.296,2.7772,0.0293,"GM12878"
"61180","chr22",20625026,20625900,"TMEM191A",4.9707,16.8385,0.0349,"GM12878"
"61181","chr22",20858005,20859253,"TMEM191A",10.1863,5.3286,0.0226,"GM12878"
"61182","chr22",20748714,20749214,"TMEM191A",6.1923,12.9234,0.0334,"GM12878"
"61183","chr22",20702394,20703520,"TMEM191A",3.6504,100,0.1522,"GM12878"
"61184","chr22",20624086,20624855,"TMEM191A",8.3432,16.8423,0.0586,"GM12878"
"61185","chr22",20981541,20982518,"PI4KA",8.4799,7.1242,0.0213,"GM12878"
"61186","chr22",20852073,20852573,"PI4KA",0.6927,100,0.0244,"GM12878"
"61187","chr22",20916668,20917675,"PI4KA",11.6985,14.6318,0.0604,"GM12878"
"61188","chr22",21001558,21002834,"PI4KA",25.296,6.6812,0.0596,"GM12878"
"61189","chr22",20858005,20859253,"PI4KA",10.1863,100,0.3594,"GM12878"
"61190","chr22",20981541,20982518,"SNAP29",8.4799,7.124,0.0213,"GM12878"
"61191","chr22",20852073,20852573,"SNAP29",0.6927,100,0.0244,"GM12878"
"61192","chr22",20916668,20917675,"SNAP29",11.6985,14.631,0.0604,"GM12878"
"61193","chr22",21001558,21002834,"SNAP29",25.296,6.681,0.0596,"GM12878"
"61194","chr22",20858005,20859253,"SNAP29",10.1863,100,0.3594,"GM12878"
"61195","chr22",20918752,20919252,"CRKL",1.2318,100,0.0356,"GM12878"
"61196","chr22",20981541,20982518,"CRKL",8.4799,10.8908,0.0267,"GM12878"
"61197","chr22",20916668,20917675,"CRKL",11.6985,100,0.3383,"GM12878"
"61198","chr22",21001558,21002834,"CRKL",25.296,10.3879,0.076,"GM12878"
"61199","chr22",20917894,20918506,"CRKL",2.6432,100,0.0764,"GM12878"
"61200","chr22",20858005,20859253,"CRKL",10.1863,13.2147,0.0389,"GM12878"
"61201","chr22",20920423,20920923,"CRKL",1.1205,100,0.0324,"GM12878"
"61202","chr22",20961759,20962259,"LINC01637",0.5888,100,0.0215,"GM12878"
"61203","chr22",20981541,20982518,"LINC01637",8.4799,30.9032,0.0956,"GM12878"
"61204","chr22",20916668,20917675,"LINC01637",11.6985,22.3561,0.0954,"GM12878"
"61205","chr22",21001558,21002834,"LINC01637",25.296,16.3789,0.1511,"GM12878"
"61206","chr22",20957688,20958188,"LINC01637",0.8216,100,0.03,"GM12878"
"61207","chr22",20956841,20957341,"LINC01637",1.0124,100,0.0369,"GM12878"
"61208","chr22",20917894,20918506,"LINC01637",2.6432,22.3464,0.0215,"GM12878"
"61209","chr22",20858005,20859253,"LINC01637",10.1863,8.2095,0.0305,"GM12878"
"61210","chr22",20981541,20982518,"LZTR1",8.4799,100,0.2564,"GM12878"
"61211","chr22",20916668,20917675,"LZTR1",11.6985,12.8078,0.0453,"GM12878"
"61212","chr22",21001558,21002834,"LZTR1",25.296,30.3406,0.232,"GM12878"
"61213","chr22",20858005,20859253,"LZTR1",10.1863,7.5589,0.0233,"GM12878"
"61214","chr22",21014037,21014568,"THAP7",1.9907,52.6562,0.0215,"GM12878"
"61215","chr22",20981541,20982518,"THAP7",8.4799,34.3619,0.0597,"GM12878"
"61216","chr22",20916668,20917675,"THAP7",11.6985,13.7933,0.0331,"GM12878"
"61217","chr22",21001558,21002834,"THAP7",25.296,100,0.5187,"GM12878"
"61218","chr22",21014037,21014568,"THAP7-AS1",1.9907,52.6675,0.0215,"GM12878"
"61219","chr22",20981541,20982518,"THAP7-AS1",8.4799,34.3569,0.0597,"GM12878"
"61220","chr22",20916668,20917675,"THAP7-AS1",11.6985,13.7928,0.0331,"GM12878"
