chr,start,end,W statistics,q-value,threshold,indicator
1,914333,914333,0,1,Inf,FALSE
1,914876,914876,0,1,Inf,FALSE
1,915073,916073,0.437268336842243,0.850406504065041,Inf,FALSE
1,916073,921073,0,1,Inf,FALSE
1,916549,916549,1.40813379929182,0.850406504065041,Inf,FALSE
1,917073,918073,0,1,Inf,FALSE
1,918573,923573,0,1,Inf,FALSE
1,919573,920573,0,1,Inf,FALSE
1,920503,920503,0,1,Inf,FALSE
1,921071,921071,0.826969253076205,0.850406504065041,Inf,FALSE
1,921073,926073,0.283229096742821,0.850406504065041,Inf,FALSE
1,923573,933573,0,1,Inf,FALSE
1,926073,931073,0,1,Inf,FALSE
1,928073,929073,0,1,Inf,FALSE
1,928573,938573,0,1,Inf,FALSE
1,930073,931073,0,1,Inf,FALSE
1,930573,931573,0,1,Inf,FALSE
1,931073,936073,0,1,Inf,FALSE
1,933573,943573,0,1,Inf,FALSE
1,938573,943573,0,1,Inf,FALSE
1,938573,948573,0,1,Inf,FALSE
1,939950,939950,0,1,Inf,FALSE
1,940203,940203,0.317482826496232,0.850406504065041,Inf,FALSE
1,940573,941573,0,1,Inf,FALSE
1,941073,946073,0,1,Inf,FALSE
1,943573,948573,0.745585130472998,0.850406504065041,Inf,FALSE
1,943573,953573,0.700696286412592,0.850406504065041,Inf,FALSE
1,944073,945073,1.07999135281227,0.850406504065041,Inf,FALSE
1,945349,945349,0,1,Inf,FALSE
1,948573,953573,0.321356429909309,0.850406504065041,Inf,FALSE
1,948573,958573,0,1,Inf,FALSE
1,949608,949608,0,1,Inf,FALSE
1,951073,956073,0,1,Inf,FALSE
1,952073,953073,0.0835765980015888,0.850406504065041,Inf,FALSE
1,953573,958573,0,1,Inf,FALSE
1,953573,963573,0,1,Inf,FALSE
1,956998,956998,0,1,Inf,FALSE
1,957640,957640,0,1,Inf,FALSE
1,958204,958204,0,1,Inf,FALSE
1,958573,963573,0,1,Inf,FALSE
1,958573,968573,0,1,Inf,FALSE
1,959509,959509,0,1,Inf,FALSE
1,962720,962720,0,1,Inf,FALSE
1,963721,963721,0,1,Inf,FALSE
1,973573,983573,0,1,Inf,FALSE
1,976073,981073,0,1,Inf,FALSE
1,978573,979573,0,1,Inf,FALSE
1,978573,983573,0,1,Inf,FALSE
1,978573,988573,0,1,Inf,FALSE
1,979073,980073,0,1,Inf,FALSE
1,980573,981573,0,1,Inf,FALSE
1,981073,982073,0,1,Inf,FALSE
1,981073,986073,0,1,Inf,FALSE
1,981573,982573,0.98795008486811,0.850406504065041,Inf,FALSE
1,983073,984073,0,1,Inf,FALSE
1,983573,988573,0,1,Inf,FALSE
1,983573,993573,0,1,Inf,FALSE
1,984073,985073,0,1,Inf,FALSE
1,985573,986573,0,1,Inf,FALSE
1,986073,987073,0,1,Inf,FALSE
1,986732,986732,0,1,Inf,FALSE
1,987253,987253,0,1,Inf,FALSE
1,988573,993573,0,1,Inf,FALSE
1,988573,998573,0,1,Inf,FALSE
1,991073,996073,0,1,Inf,FALSE
1,993573,998573,0,1,Inf,FALSE
1,993573,1003573,0.572306367670306,0.850406504065041,Inf,FALSE
1,996073,1001073,0,1,Inf,FALSE
1,998170,998170,0,1,Inf,FALSE
1,998395,998395,0,1,Inf,FALSE
1,998573,1003573,1.13029763042776,0.850406504065041,Inf,FALSE
1,1000073,1001073,0,1,Inf,FALSE
1,1001290,1001290,0,1,Inf,FALSE
1,1002387,1002387,0,1,Inf,FALSE
1,1009234,1009234,0,1,Inf,FALSE
1,1013573,1023573,0,1,Inf,FALSE
1,1018021,1018021,0,1,Inf,FALSE
1,1018573,1028573,0,1,Inf,FALSE
1,1021073,1026073,0,1,Inf,FALSE
1,1022223,1022223,0,1,Inf,FALSE
1,1023573,1028573,0,1,Inf,FALSE
1,1026073,1031073,0,1,Inf,FALSE
1,1026913,1026913,0,1,Inf,FALSE
1,1027573,1028573,0,1,Inf,FALSE
1,1032184,1032184,0,1,Inf,FALSE
1,1033573,1043573,0.219231072953702,0.850406504065041,Inf,FALSE
1,1033999,1033999,0,1,Inf,FALSE
1,1034243,1034243,0,1,Inf,FALSE
1,1036601,1036601,0,1,Inf,FALSE
1,1038573,1048573,0.212764434372108,0.850406504065041,Inf,FALSE
1,1040573,1041573,0.246588480926712,0.850406504065041,Inf,FALSE
1,1042070,1042070,0,1,Inf,FALSE
1,1043573,1053573,0,1,Inf,FALSE
1,1046073,1051073,0,1,Inf,FALSE
1,1048573,1058573,0,1,Inf,FALSE
1,1053573,1063573,0,1,Inf,FALSE
1,1054091,1054091,0,1,Inf,FALSE
1,1056073,1061073,0,1,Inf,FALSE
1,1058573,1063573,0.707604868550462,0.850406504065041,Inf,FALSE
1,1058573,1068573,0,1,Inf,FALSE
1,1061073,1066073,0,1,Inf,FALSE
1,1063492,1063492,0,1,Inf,FALSE
1,1065296,1065296,1.22430367354871,0.850406504065041,Inf,FALSE
1,1067878,1067878,0,1,Inf,FALSE
1,1069535,1069535,0,1,Inf,FALSE
1,1069653,1069653,0,1,Inf,FALSE
1,1073573,1083573,0,1,Inf,FALSE
1,1078073,1079073,0,1,Inf,FALSE
1,1078573,1083573,0,1,Inf,FALSE
1,1094485,1094485,0,1,Inf,FALSE
1,1103573,1113573,0,1,Inf,FALSE
1,1105721,1105721,0,1,Inf,FALSE
1,1106073,1111073,0,1,Inf,FALSE
1,1108573,1113573,0,1,Inf,FALSE
1,1108573,1118573,0,1,Inf,FALSE
1,1108951,1108951,0,1,Inf,FALSE
1,1109104,1109104,0.736212190941281,0.850406504065041,Inf,FALSE
1,1109476,1109476,0,1,Inf,FALSE
1,1110557,1110557,0,1,Inf,FALSE
1,1113573,1118573,0,1,Inf,FALSE
1,1113573,1123573,0,1,Inf,FALSE
1,1115187,1115187,0.164072237913637,0.850406504065041,Inf,FALSE
1,1116073,1121073,0,1,Inf,FALSE
1,1118573,1123573,0,1,Inf,FALSE
1,1118573,1128573,0,1,Inf,FALSE
1,1120536,1120536,0.769172609158323,0.850406504065041,Inf,FALSE
1,1120573,1121573,0,1,Inf,FALSE
1,1121073,1126073,0,1,Inf,FALSE
1,1121358,1121358,0,1,Inf,FALSE
1,1123573,1128573,0,1,Inf,FALSE
1,1123573,1133573,0,1,Inf,FALSE
1,1124573,1125573,0,1,Inf,FALSE
1,1125573,1126573,0,1,Inf,FALSE
1,1128573,1133573,0,1,Inf,FALSE
1,1128573,1138573,0,1,Inf,FALSE
1,1131073,1136073,0,1,Inf,FALSE
1,1133573,1138573,0.491646712044935,0.850406504065041,Inf,FALSE
1,1133573,1143573,0,1,Inf,FALSE
1,1136073,1141073,0,1,Inf,FALSE
1,1138573,1143573,0,1,Inf,FALSE
1,1138573,1148573,0,1,Inf,FALSE
1,1140271,1140271,0,1,Inf,FALSE
1,1140573,1141573,0,1,Inf,FALSE
1,1141073,1146073,0,1,Inf,FALSE
1,1142573,1143573,0,1,Inf,FALSE
1,1143573,1148573,0,1,Inf,FALSE
1,1143573,1153573,0,1,Inf,FALSE
1,1145073,1146073,0,1,Inf,FALSE
1,1146339,1146339,0,1,Inf,FALSE
1,1148573,1158573,0,1,Inf,FALSE
1,1151542,1151542,0,1,Inf,FALSE
1,1153573,1163573,0.247729107375578,0.850406504065041,Inf,FALSE
1,1156073,1161073,0.11179892702409,0.850406504065041,Inf,FALSE
1,1158573,1163573,0,1,Inf,FALSE
1,1159573,1160573,0,1,Inf,FALSE
1,1160073,1161073,0.145659430397981,0.850406504065041,Inf,FALSE
1,1163573,1173573,0.930948578158492,0.850406504065041,Inf,FALSE
1,1165957,1165957,0,1,Inf,FALSE
1,1168573,1178573,1.76726756255714,0.850406504065041,Inf,FALSE
1,1171073,1176073,0,1,Inf,FALSE
1,1172907,1172907,0.560099625032383,0.850406504065041,Inf,FALSE
1,1173573,1178573,1.93489576677961,0.850406504065041,Inf,FALSE
1,1181372,1181372,0,1,Inf,FALSE
1,1182905,1182905,0.780813130459065,0.850406504065041,Inf,FALSE
1,1183573,1193573,0,1,Inf,FALSE
1,1188573,1193573,0,1,Inf,FALSE
1,1189573,1190573,0,1,Inf,FALSE
1,1190073,1191073,0,1,Inf,FALSE
1,1190206,1190206,0.698339869577508,0.850406504065041,Inf,FALSE
1,1191651,1191651,0,1,Inf,FALSE
1,1218573,1228573,1.15312228653554,0.850406504065041,Inf,FALSE
1,1223573,1233573,0,1,Inf,FALSE
1,1226063,1226063,0.489557004369122,0.850406504065041,Inf,FALSE
1,1226512,1226512,0,1,Inf,FALSE
1,1228573,1233573,0,1,Inf,FALSE
1,1228573,1238573,0,1,Inf,FALSE
1,1229680,1229680,0,1,Inf,FALSE
1,1231656,1231656,0,1,Inf,FALSE
1,1233573,1238573,0,1,Inf,FALSE
1,1238573,1248573,1.25395253714401,0.850406504065041,Inf,FALSE
1,1241073,1246073,1.49478442644279,0.850406504065041,Inf,FALSE
1,1243573,1253573,1.14553671434798,0.850406504065041,Inf,FALSE
1,1253573,1263573,1.41279912058387,0.850406504065041,Inf,FALSE
1,1258573,1268573,0,1,Inf,FALSE
1,1261073,1266073,0,1,Inf,FALSE
1,1263573,1273573,0,1,Inf,FALSE
1,1268573,1278573,0.265938255262451,0.850406504065041,Inf,FALSE
1,1269888,1269888,0,1,Inf,FALSE
1,1273573,1283573,0,1,Inf,FALSE
1,1278573,1288573,0,1,Inf,FALSE
1,1283573,1288573,0,1,Inf,FALSE
1,1283573,1293573,0,1,Inf,FALSE
1,1286073,1291073,0,1,Inf,FALSE
1,1288573,1293573,0.281448035076699,0.850406504065041,Inf,FALSE
1,1305807,1305807,0,1,Inf,FALSE
1,1334475,1334475,0,1,Inf,FALSE
1,1343573,1353573,0,1,Inf,FALSE
1,1348573,1358573,0,1,Inf,FALSE
1,1351073,1356073,0,1,Inf,FALSE
1,1353573,1363573,0,1,Inf,FALSE
1,1358573,1368573,0,1,Inf,FALSE
1,1363573,1368573,0,1,Inf,FALSE
1,1369623,1369623,0,1,Inf,FALSE
1,1378216,1383216,0,1,Inf,FALSE
1,1378216,1388216,0,1,Inf,FALSE
1,1380716,1385716,0,1,Inf,FALSE
1,1383216,1393216,0,1,Inf,FALSE
1,1388216,1398216,0.70057944413896,0.850406504065041,Inf,FALSE
1,1391448,1391448,0,1,Inf,FALSE
1,1393216,1403216,1.39430073103506,0.850406504065041,Inf,FALSE
1,1398216,1408216,0,1,Inf,FALSE
1,1403216,1413216,0,1,Inf,FALSE
1,1408216,1413216,0,1,Inf,FALSE
1,1413216,1423216,0,1,Inf,FALSE
1,1418216,1428216,0,1,Inf,FALSE
1,1420716,1425716,0,1,Inf,FALSE
1,1423216,1428216,1.19306271982598,0.850406504065041,Inf,FALSE
1,1423216,1433216,0,1,Inf,FALSE
1,1425716,1430716,0.556539634860776,0.850406504065041,Inf,FALSE
1,1433138,1433138,0,1,Inf,FALSE
1,1454207,1454207,0,1,Inf,FALSE
1,1461041,1461041,0,1,Inf,FALSE
1,1470464,1470464,0,1,Inf,FALSE
1,1481348,1481348,0,1,Inf,FALSE
1,1492438,1492438,0,1,Inf,FALSE
1,1494355,1494355,0,1,Inf,FALSE
1,1496641,1496641,0,1,Inf,FALSE
1,1500925,1500925,0,1,Inf,FALSE
1,1520752,1520752,0,1,Inf,FALSE
1,1525437,1525437,0.549318709608724,0.850406504065041,Inf,FALSE
1,1534710,1534710,0,1,Inf,FALSE
1,1537437,1537437,0,1,Inf,FALSE
1,1543216,1553216,0,1,Inf,FALSE
1,1549720,1549720,0,1,Inf,FALSE
1,1584593,1584593,0,1,Inf,FALSE
1,1588216,1598216,0,1,Inf,FALSE
1,1611995,1611995,0,1,Inf,FALSE
1,1619767,1619767,0,1,Inf,FALSE
1,1633216,1643216,0.562120194575848,0.850406504065041,Inf,FALSE
1,1658216,1668216,0,1,Inf,FALSE
1,1670415,1670415,0,1,Inf,FALSE
1,1673216,1683216,0.0867007556751542,0.850406504065041,Inf,FALSE
1,1678216,1688216,0,1,Inf,FALSE
1,1683216,1688216,0,1,Inf,FALSE
1,1683216,1693216,0,1,Inf,FALSE
1,1685216,1686216,0,1,Inf,FALSE
1,1685716,1690716,0,1,Inf,FALSE
1,1686081,1686081,0.35365048509154,0.850406504065041,Inf,FALSE
1,1686943,1686943,0,1,Inf,FALSE
1,1687716,1688716,0,1,Inf,FALSE
1,1687791,1687791,0,1,Inf,FALSE
1,1688216,1689216,0,1,Inf,FALSE
1,1688216,1693216,0,1,Inf,FALSE
1,1688716,1689716,0,1,Inf,FALSE
1,1689716,1690716,0,1,Inf,FALSE
1,1690216,1691216,0,1,Inf,FALSE
1,1690716,1691716,0,1,Inf,FALSE
1,1691216,1692216,0,1,Inf,FALSE
1,1691840,1691840,0.424783364674926,0.850406504065041,Inf,FALSE
1,1693216,1703216,0,1,Inf,FALSE
1,1695742,1695742,0,1,Inf,FALSE
1,1698216,1708216,0,1,Inf,FALSE
1,1699201,1699201,0,1,Inf,FALSE
1,1700716,1705716,0,1,Inf,FALSE
1,1703216,1708216,0,1,Inf,FALSE
1,1703216,1713216,0,1,Inf,FALSE
1,1705216,1706216,0,1,Inf,FALSE
1,1706735,1706735,0,1,Inf,FALSE
1,1708216,1713216,0,1,Inf,FALSE
1,1709119,1709119,0,1,Inf,FALSE
1,1713216,1723216,0,1,Inf,FALSE
1,1718216,1728216,0,1,Inf,FALSE
1,1719079,1719079,0,1,Inf,FALSE
1,1720716,1725716,0,1,Inf,FALSE
1,1721556,1721556,0,1,Inf,FALSE
1,1722216,1723216,0,1,Inf,FALSE
1,1723216,1728216,0,1,Inf,FALSE
1,1723216,1733216,0,1,Inf,FALSE
1,1728216,1733216,0,1,Inf,FALSE
1,1728216,1738216,0,1,Inf,FALSE
1,1738371,1738371,0,1,Inf,FALSE
1,1738973,1738973,0,1,Inf,FALSE
1,1748216,1758216,0.279463794470253,0.850406504065041,Inf,FALSE
1,1749412,1749412,0,1,Inf,FALSE
1,1750716,1755716,0,1,Inf,FALSE
1,1753216,1763216,0,1,Inf,FALSE
1,1755716,1760716,0,1,Inf,FALSE
1,1757216,1758216,0,1,Inf,FALSE
1,1766856,1766856,0,1,Inf,FALSE
1,1772488,1772488,0,1,Inf,FALSE
1,1773216,1783216,0,1,Inf,FALSE
1,1775716,1780716,0,1,Inf,FALSE
1,1778216,1779216,0,1,Inf,FALSE
1,1778216,1783216,0,1,Inf,FALSE
1,1778216,1788216,0,1,Inf,FALSE
1,1780716,1785716,0,1,Inf,FALSE
1,1783216,1793216,0,1,Inf,FALSE
1,1788216,1793216,0,1,Inf,FALSE
1,1788216,1798216,0,1,Inf,FALSE
1,1793216,1798216,0,1,Inf,FALSE
1,1793216,1803216,0,1,Inf,FALSE
1,1795716,1800716,0,1,Inf,FALSE
1,1798216,1803216,0,1,Inf,FALSE
1,1798216,1808216,0,1,Inf,FALSE
1,1800716,1805716,0,1,Inf,FALSE
1,1803216,1813216,0,1,Inf,FALSE
1,1808216,1813216,0.706414756564599,0.850406504065041,Inf,FALSE
1,1823216,1833216,0,1,Inf,FALSE
1,1830716,1835716,0,1,Inf,FALSE
1,1833216,1843216,0,1,Inf,FALSE
1,1843216,1853216,0,1,Inf,FALSE
1,1848216,1858216,0,1,Inf,FALSE
1,1853216,1858216,0,1,Inf,FALSE
1,1855716,1860716,0,1,Inf,FALSE
1,1863216,1873216,0,1,Inf,FALSE
1,1865716,1870716,0,1,Inf,FALSE
1,1868216,1873216,0,1,Inf,FALSE
1,1868216,1878216,0,1,Inf,FALSE
1,1869216,1870216,0,1,Inf,FALSE
1,1870716,1875716,0,1,Inf,FALSE
1,1873216,1878216,0,1,Inf,FALSE
1,1873216,1883216,0,1,Inf,FALSE
1,1875716,1880716,0,1,Inf,FALSE
1,1878216,1883216,0,1,Inf,FALSE
1,1882287,1882287,0,1,Inf,FALSE
1,1883216,1893216,0,1,Inf,FALSE
1,1886370,1886370,0,1,Inf,FALSE
1,1888193,1888193,0,1,Inf,FALSE
1,1888216,1898216,0,1,Inf,FALSE
1,1889356,1889356,0,1,Inf,FALSE
1,1890716,1895716,0,1,Inf,FALSE
1,1892048,1892048,0,1,Inf,FALSE
1,1893216,1898216,0,1,Inf,FALSE
1,1893216,1903216,0,1,Inf,FALSE
1,1895177,1895177,0,1,Inf,FALSE
1,1895216,1896216,0,1,Inf,FALSE
1,1895716,1896716,0,1,Inf,FALSE
1,1895716,1900716,0,1,Inf,FALSE
1,1898216,1903216,0,1,Inf,FALSE
1,1898216,1908216,0,1,Inf,FALSE
1,1900186,1900186,0,1,Inf,FALSE
1,1900232,1900232,0,1,Inf,FALSE
1,1900716,1905716,0,1,Inf,FALSE
1,1902216,1903216,0,1,Inf,FALSE
1,1903216,1908216,0,1,Inf,FALSE
1,1903216,1913216,0,1,Inf,FALSE
1,1904716,1905716,0,1,Inf,FALSE
1,1905716,1910716,0,1,Inf,FALSE
1,1905790,1905790,0,1,Inf,FALSE
1,1908216,1913216,0,1,Inf,FALSE
1,1908216,1918216,0,1,Inf,FALSE
1,1912181,1912181,0,1,Inf,FALSE
1,1914124,1914124,0,1,Inf,FALSE
1,1918216,1928216,0,1,Inf,FALSE
1,1923216,1933216,0,1,Inf,FALSE
1,1925716,1930716,0,1,Inf,FALSE
1,1928216,1933216,0,1,Inf,FALSE
1,1928216,1938216,0,1,Inf,FALSE
1,1930391,1930391,0,1,Inf,FALSE
1,1930716,1935716,0,1,Inf,FALSE
1,1931216,1932216,0,1,Inf,FALSE
1,1933216,1943216,0,1,Inf,FALSE
1,1933267,1933267,0,1,Inf,FALSE
1,1935716,1940716,0,1,Inf,FALSE
1,1938216,1948216,0,1,Inf,FALSE
1,1939826,1939826,0,1,Inf,FALSE
1,1940716,1945716,0,1,Inf,FALSE
1,1941658,1941658,0,1,Inf,FALSE
1,1943216,1953216,0,1,Inf,FALSE
1,1944716,1945716,0,1,Inf,FALSE
1,1948216,1958216,0.0918505096844307,0.850406504065041,Inf,FALSE
1,1951827,1951827,0,1,Inf,FALSE
1,1953216,1958216,0,1,Inf,FALSE
1,1958216,1968216,1.88368436287474,0.850406504065041,Inf,FALSE
1,1960388,1960388,0,1,Inf,FALSE
1,1960716,1965716,1.08716845507529,0.850406504065041,Inf,FALSE
1,1963216,1973216,0,1,Inf,FALSE
1,1965216,1966216,0.336746174947207,0.850406504065041,Inf,FALSE
1,1965716,1966716,0,1,Inf,FALSE
1,1965716,1970716,0,1,Inf,FALSE
1,1966244,1966244,0,1,Inf,FALSE
1,1966659,1966659,0,1,Inf,FALSE
1,1967014,1967014,1.46575154079195,0.850406504065041,Inf,FALSE
1,1967716,1968716,0,1,Inf,FALSE
1,1968216,1969216,0,1,Inf,FALSE
1,1968216,1973216,0,1,Inf,FALSE
1,1970716,1975716,0,1,Inf,FALSE
1,1973216,1983216,0.554827927354602,0.850406504065041,Inf,FALSE
1,1975716,1980716,0.564768502638921,0.850406504065041,Inf,FALSE
1,1977716,1978716,0.513254543850811,0.850406504065041,Inf,FALSE
1,1978216,1988216,0,1,Inf,FALSE
1,1979724,1979724,0.36697055094019,0.850406504065041,Inf,FALSE
1,1980000,1980000,0,1,Inf,FALSE
1,1980716,1985716,0,1,Inf,FALSE
1,1981118,1981118,0,1,Inf,FALSE
1,1982216,1983216,0,1,Inf,FALSE
1,1982716,1983716,0,1,Inf,FALSE
1,1983208,1983208,0,1,Inf,FALSE
1,1983216,1988216,0,1,Inf,FALSE
1,1983216,1993216,0,1,Inf,FALSE
1,1985216,1986216,0,1,Inf,FALSE
1,1985716,1990716,0,1,Inf,FALSE
1,1986754,1986754,0,1,Inf,FALSE
1,1987762,1987762,0,1,Inf,FALSE
1,1988216,1989216,0,1,Inf,FALSE
1,1988216,1993216,0,1,Inf,FALSE
1,1988216,1998216,0,1,Inf,FALSE
1,1988716,1989716,0,1,Inf,FALSE
1,1989216,1990216,0,1,Inf,FALSE
1,1990716,1991716,0,1,Inf,FALSE
1,1990716,1995716,0,1,Inf,FALSE
1,1993216,1998216,0,1,Inf,FALSE
1,1993216,2003216,0,1,Inf,FALSE
1,1994110,1994110,0.281156403583783,0.850406504065041,Inf,FALSE
1,1995716,2000716,0,1,Inf,FALSE
1,1998216,2003216,0.998711964783889,0.850406504065041,Inf,FALSE
1,1998216,2008216,0,1,Inf,FALSE
1,1998878,1998878,0,1,Inf,FALSE
1,1999216,2000216,0.415907012145323,0.850406504065041,Inf,FALSE
1,1999716,2000716,1.28857617507252,0.850406504065041,Inf,FALSE
1,2000216,2001216,0.0132088277636224,0.850406504065041,Inf,FALSE
1,2000288,2000288,0,1,Inf,FALSE
1,2000716,2005716,0,1,Inf,FALSE
1,2003216,2008216,0,1,Inf,FALSE
1,2003216,2013216,0,1,Inf,FALSE
1,2005716,2010716,0,1,Inf,FALSE
1,2008216,2013216,0,1,Inf,FALSE
1,2008216,2018216,0,1,Inf,FALSE
1,2008959,2008959,0.481043103334218,0.850406504065041,Inf,FALSE
1,2009216,2010216,0,1,Inf,FALSE
1,2009294,2009294,0,1,Inf,FALSE
1,2010716,2011716,0,1,Inf,FALSE
1,2010716,2015716,0,1,Inf,FALSE
1,2013216,2018216,0,1,Inf,FALSE
1,2013216,2023216,0,1,Inf,FALSE
1,2015716,2016716,0,1,Inf,FALSE
1,2015716,2020716,0,1,Inf,FALSE
1,2018216,2023216,0,1,Inf,FALSE
1,2018216,2028216,0,1,Inf,FALSE
1,2020716,2025716,0,1,Inf,FALSE
1,2023216,2028216,0,1,Inf,FALSE
1,2023216,2033216,0,1,Inf,FALSE
1,2024716,2025716,0,1,Inf,FALSE
1,2027859,2027859,0,1,Inf,FALSE
1,2028216,2038216,1.40904829718679,0.850406504065041,Inf,FALSE
1,2028557,2028557,0,1,Inf,FALSE
1,2030716,2035716,2.13440752047232,0.850406504065041,Inf,FALSE
1,2033216,2038216,1.44825400677194,0.850406504065041,Inf,FALSE
1,2033216,2043216,1.19831556539403,0.850406504065041,Inf,FALSE
1,2034953,2034953,0,1,Inf,FALSE
1,2035716,2040716,0,1,Inf,FALSE
1,2036597,2036597,0,1,Inf,FALSE
1,2037028,2037028,0.622459644784052,0.850406504065041,Inf,FALSE
1,2038216,2043216,0,1,Inf,FALSE
1,2038216,2048216,0,1,Inf,FALSE
1,2038732,2038732,0,1,Inf,FALSE
1,2039216,2040216,0,1,Inf,FALSE
1,2039716,2040716,0,1,Inf,FALSE
1,2040716,2045716,0.358126846887577,0.850406504065041,Inf,FALSE
1,2043216,2048216,0,1,Inf,FALSE
1,2043216,2053216,0,1,Inf,FALSE
1,2045716,2050716,0,1,Inf,FALSE
1,2045941,2045941,0,1,Inf,FALSE
1,2048216,2053216,0,1,Inf,FALSE
1,2048216,2058216,0,1,Inf,FALSE
1,2050716,2055716,0,1,Inf,FALSE
1,2051216,2052216,0,1,Inf,FALSE
1,2053216,2058216,0,1,Inf,FALSE
1,2053216,2063216,0,1,Inf,FALSE
1,2055716,2056716,0,1,Inf,FALSE
1,2055716,2060716,0,1,Inf,FALSE
1,2055826,2055826,0,1,Inf,FALSE
1,2056216,2057216,0,1,Inf,FALSE
1,2056716,2057716,0,1,Inf,FALSE
1,2057216,2058216,0,1,Inf,FALSE
1,2057716,2058716,0,1,Inf,FALSE
1,2057925,2057925,0,1,Inf,FALSE
1,2058216,2063216,0,1,Inf,FALSE
1,2058216,2068216,0,1,Inf,FALSE
1,2060058,2060058,0,1,Inf,FALSE
1,2060716,2061716,0,1,Inf,FALSE
1,2060716,2065716,0,1,Inf,FALSE
1,2062716,2063716,0,1,Inf,FALSE
