chr	start	end	actual_start	actual_end	signal	kappa	tau	W_KS	P_KS	P_KS_k1	P_KS_k2	P_KS_k3	P_KS_k4	P_KS_k5	MAF
1	1018021	1018021	1018021	1018021	0	0	0.38709856487579	0.38709856487579	0.212243527159317	0.517527008142	0.338264862476623	0.604240972117984	0.471769912783894	0.780976921395112	0.0183513838748496
1	1022223	1022223	1022223	1022223	0	1	1.43529675659438	0	0.86192543873969	0.0101931886355553	0.064846843223969	0.197344555878083	0.277719783453255	0.768922225919038	0.02085
1	1026913	1026913	1026913	1026913	0	1	1.17125480269631	0	0.991703169947472	0.0521573583186802	0.833762524583945	0.221919006097876	0.77369606793957	0.59140201898809	0.02715
1	1032184	1032184	1032184	1032184	0	5	2.44895886245715	0	0.314586119098751	0.877013266203563	0.800797166542794	0.705946069860872	0.0770993514451196	0.00251080313540293	0.271278195488722
1	1033999	1033999	1033999	1033999	0	0	0.489513680327902	0.489513680327902	0.26143766759033	0.873901901062631	0.807015434108096	0.498217761885514	0.864959067738717	0.473786632521561	0.430530348860658
1	1034243	1034243	1034243	1034243	0	1	0.168397247560139	0	0.556854221242688	0.447298397576146	0.702627975937863	0.659165683820484	0.795735385728746	0.531470134384237	0.138565112540193
1	1036601	1036601	1036601	1036601	0	1	1.71406379126766	0	0.406989624595475	0.014814624761271	0.766927740693568	0.682811708323815	0.900272094426931	0.851963986705386	0.0224814740636892
1	1042070	1042070	1042070	1042070	0	3	0.611588015378496	0	0.149232015314519	0.567690891483637	0.378403970561347	0.0925481345685652	0.827687876274706	0.298324155047052	0.0261464199517297
1	1054091	1054091	1054091	1054091	0	4	0.34151728451136	0	0.967275913274636	0.513424957944901	0.684026998862175	0.403234307123769	0.311570233199494	0.915542328489275	0.01645
1	1063492	1063492	1063492	1063492	0	2	1.44228311347665	0	0.510917774614096	0.685855776580299	0.0184530389480104	0.075144832239648	0.856046134712164	0.411347006164775	0.0235
1	1065296	1065296	1065296	1065296	0	0	1.78287857101539	1.78287857101539	0.0137831028852794	0.683478977430688	0.866212331488156	0.836037136353543	0.96913996226896	0.653843323149118	0.31875
1	1067878	1067878	1067878	1067878	0	0	0.372375926578678	0.372375926578678	0.309048874181576	0.530383001277806	0.742010764599562	0.901001694522637	0.571261105901038	0.728455610319641	0.0195124398073836
1	1069535	1069535	1069535	1069535	0	5	0.993596870054444	0	0.523771793700395	0.158939413434308	0.522949642425983	0.667014603285026	0.218777984311802	0.0530717001333873	0.092
1	1069653	1069653	1069653	1069653	0	2	1.10779736950996	0	0.655778977464963	0.0354289451955653	0.033030751150994	0.212340709630772	0.918738713651708	0.423365846128189	0.22925
1	1094485	1094485	1094485	1094485	0	0	0.148922240378393	0.148922240378393	0.562748160150683	0.792932692593951	0.898762968366087	0.863126344263906	0.7746526088713	0.765881714476039	0.381497090106361
1	1105721	1105721	1105721	1105721	0	5	0.374111159957058	0	0.978408048300525	0.574646753240615	0.927371432393784	0.407845889412112	0.488645655798264	0.242822987108904	0.06365
1	1108951	1108951	1108951	1108951	0	1	2.16256442184259	0	0.650073167567323	0.00460675463655499	0.986425559256429	0.66982214778282	0.0311385341673569	0.979782306033312	0.0219245434477222
1	1109104	1109104	1109104	1109104	0	0	0.499355462636013	0.499355462636013	0.142688941308524	0.197700335502247	0.290488995888112	0.774854981136444	0.450552888522962	0.530928469654779	0.0731056025796051
1	1109476	1109476	1109476	1109476	0	1	1.43797638019398	0	0.632544775559965	0.0230735752087537	0.923373437329446	0.665662188499036	0.0851346203004547	0.125900033861343	0.186704101072897
1	1110557	1110557	1110557	1110557	0	2	0.321842493377813	0	0.304557300006077	0.827272702783224	0.298970232289146	0.886287252989651	0.627293001450043	0.354896507668128	0.03265
1	1115187	1115187	1115187	1115187	0	2	0.395917423908016	0	0.299008588770445	0.234191120806719	0.196245124684094	0.862439302982823	0.668381623822346	0.488333254977346	0.012219652016494
1	1120536	1120536	1120536	1120536	0	1	0.685790798389769	0	0.100202193209839	0.0885630050091803	0.854218076409021	0.741743789078478	0.429579098671083	0.17753154277674	0.0243
1	1121358	1121358	1121358	1121358	0	1	0.751755856796855	0	0.545310360836852	0.0965801537676205	0.568505811046304	0.285116518626819	0.466152850410991	0.672142302400063	0.0989530903966178
1	1140271	1140271	1140271	1140271	0	3	0.394540478672287	0	0.746251236029217	0.756803713804505	0.825808229008344	0.300846237769751	0.390735210162836	0.487749454554937	0.01325
1	1146339	1146339	1146339	1146339	0	1	2.27649635109926	0	0.613454469668432	0.000206569021277079	0.00867043832895891	0.0390446507919231	0.0797395046921366	0.0305653107475167	0.04135
1	1151542	1151542	1151542	1151542	0	5	0.623278491549887	0	0.459451443121608	0.774470130543386	0.553770050640486	0.544669722180295	0.284869309333161	0.129674547817605	0.0697662704009671
1	1165957	1165957	1165957	1165957	0	1	0.478932856432322	0	0.567308019468589	0.207292504971324	0.747023573026001	0.62447701227823	0.670335753037849	0.358410256345889	0.0104355716878403
1	1172907	1172907	1172907	1172907	0	0	0.440917731024487	0.440917731024487	0.180457644024212	0.498073016514589	0.967834410424199	0.404093837318737	0.489360128030668	0.995772350585868	0.0581
1	1181372	1181372	1181372	1181372	0	3	0.437824102546832	0	0.527375622770015	0.864006492137784	0.923742445700007	0.315277445630581	0.716882946478935	0.951877370850219	0.11795
1	1182905	1182905	1182905	1182905	0	0	0.520032226830467	0.520032226830467	0.0797654990515491	0.196781077573859	0.264147991945222	0.160339803357021	0.601931671738771	0.511280466960313	0.07725
1	1190206	1190206	1190206	1190206	0	0	0.526713791141121	0.526713791141121	0.0961424152600769	0.539665665824771	0.323317207614567	0.289203863272312	0.429208410253569	0.242676983193807	0.0143874072588731
1	1191651	1191651	1191651	1191651	0	2	0.326620005724466	0	0.580495584939295	0.622059459008059	0.273639580057158	0.603774704511323	0.406039214994895	0.483570553377731	0.0222233370121401
1	1226063	1226063	1226063	1226063	0	0	0.718011484196045	0.718011484196045	0.18048007704287	0.972017096389871	0.726369772488091	0.969909512790409	0.438285129152376	0.942845976040399	0.0159
1	1226512	1226512	1226512	1226512	0	4	0.203388805291612	0	0.774960996941571	0.960840653563708	0.688941342224036	0.527581815719498	0.431313887193494	0.66630139179666	0.02445
1	1229680	1229680	1229680	1229680	0	2	0.509146965331034	0	0.819740028124098	0.646160819781716	0.203449631375302	0.65705824997294	0.951541374230669	0.585736043801333	0.03365
1	1231656	1231656	1231656	1231656	0	0	0.253944027679826	0.253944027679826	0.299676136496031	0.365980192714978	0.335192901418811	0.904694659453267	0.537769526571712	0.764825674051859	0.04072036018009
1	1269888	1269888	1269888	1269888	0	4	0.619826017569078	0	0.942296392207527	0.73285229114779	0.860410848606293	0.885787881314221	0.206480888360065	0.620728565958087	0.0418376538884997
1	1305807	1305807	1305807	1305807	0	4	0.763505155661172	0	0.779276394879911	0.720778923875201	0.357235894487982	0.303263465806944	0.124250150483443	0.912289907904001	0.0102256699576869
1	1334475	1334475	1334475	1334475	0	2	0.644031076284811	0	0.289373374658813	0.679516872699829	0.154230110108085	0.875977079981247	0.674295498154234	0.819059655280347	0.03045
1	1369623	1369623	1369623	1369623	0	5	0.0734493920578159	0	0.70544808739877	0.830473286284808	0.69855519425685	0.827219628146202	0.702172903975514	0.595683633963045	0.0122489959839358
1	1391448	1391448	1391448	1391448	0	0	1.18500803299807	1.18500803299807	0.0483295228785659	0.85220651872361	0.739980952135152	0.47857149427219	0.980997026935272	0.279159587453037	0.0104135224871717
1	1433138	1433138	1433138	1433138	0	4	0.916028429087413	0	0.712805940103241	0.2716228638571	0.467378929593833	0.435682457776272	0.05670752599271	0.651019448960256	0.0119107447984722
1	1454207	1454207	1454207	1454207	0	5	0.684847893772212	0	0.366137973776158	0.92619378610559	0.358793660169854	0.581066515355228	0.449792449491429	0.0929317824403529	0.04795
1	1461041	1461041	1461041	1461041	0	2	0.636737142122927	0	0.414234833902506	0.417450499210742	0.154740829407245	0.735684293720636	0.704754257307272	0.670412437076101	0.0351125012612249
1	1470464	1470464	1470464	1470464	0	5	0.498534929973882	0	0.175313027565499	0.918770532019226	0.250861008055728	0.358557445367325	0.8237045810933	0.11376896705048	0.0222043604943233
1	1481348	1481348	1481348	1481348	0	5	1.67534173215396	0	0.204612571656246	0.00552245050423336	0.744950433651105	0.103069337457582	0.144891841003989	0.00305986452418423	0.269944528492184
1	1492438	1492438	1492438	1492438	0	0	0.558593942221176	0.558593942221176	0.204942034357743	0.988413474327724	0.600737752728625	0.755173130254343	0.741694374654572	0.437234836690775	0.0168
1	1494355	1494355	1494355	1494355	0	0	0.166642808047279	0.166642808047279	0.602338408186404	0.884063305717582	0.945029232920076	0.947452842053636	0.804372940961654	0.643743350226563	0.0144
1	1496641	1496641	1496641	1496641	0	1	0.1072330691142	0	0.704951935668237	0.552835571664888	0.707667170476051	0.933878671562709	0.995630440457252	0.645929060756688	0.0121754880257597
1	1500925	1500925	1500925	1500925	0	2	0.543127171692635	0	0.493279788512687	0.632994073106368	0.236811514185844	0.944992535103038	0.827046611065864	0.852561764969683	0.0119
1	1520752	1520752	1520752	1520752	0	1	0.544405514745204	0	0.771585144148099	0.19062151395927	0.880306911666037	0.667693931769608	0.662301350105484	0.336884853371262	0.11226026709509
1	1525437	1525437	1525437	1525437	0	0	0.608425125620971	0.608425125620971	0.0688767179564941	0.325079660597756	0.939827794312102	0.162028332415403	0.0996938062753145	0.279574508455196	0.02095
1	1534710	1534710	1534710	1534710	0	2	0.96087010855605	0	0.63393310936711	0.338132956384706	0.0646916842103733	0.379126581774803	0.591178411806216	0.818317826157431	0.0266566265060241
1	1537437	1537437	1537437	1537437	0	2	1.78177482761264	0	0.934346501846244	0.73262709687212	0.0124675179973711	0.920144112940239	0.380897643513847	0.754318625596637	0.21165
1	1549720	1549720	1549720	1549720	0	3	0.864779943383818	0	0.267095512523179	0.599867947221202	0.959405297061743	0.112400203480468	0.823279005980873	0.849461988818258	0.1365
1	1584593	1584593	1584593	1584593	0	0	0.23056818800411	0.23056818800411	0.506681383637662	0.960048990946213	0.861594932237396	0.778103123978275	0.905699675343583	0.697475163239684	0.280776562656767
1	1611995	1611995	1611995	1611995	0	4	0.431133271113738	0	0.723992591932994	0.941785224641764	0.483960095020864	0.814819049363202	0.268287754961401	0.305659962909393	0.449728534084054
1	1619767	1619767	1619767	1619767	0	2	0.223815185590205	0	0.558722861028062	0.962724333100174	0.44119754341006	0.732707956183776	0.738666275259796	0.752895438036802	0.2013
1	1670415	1670415	1670415	1670415	0	0	0.276312056334077	0.276312056334077	0.408099206930635	0.924033189660824	0.455708089122204	0.962889487973018	0.745184503738501	0.77104159460957	0.01205
1	1686081	1686081	1686081	1686081	0	1	0.39613846858707	0	0.337726125138143	0.183548956479706	0.948990003292567	0.456972839630249	0.791985127007156	0.367892539318758	0.02485
1	1686943	1686943	1686943	1686943	0	5	0.377388329153333	0	0.674465885022415	0.198058472800521	0.380582517657847	0.269398986147072	0.789259365479754	0.159610149953257	0.48315
1	1687791	1687791	1687791	1687791	0	1	1.82837619317797	0	0.742949285369974	0.00799969122518595	0.242356705119424	0.716162564557295	0.538827084186742	0.195736387027836	0.0496
1	1691840	1691840	1691840	1691840	0	4	0.866194456577505	0	0.299733704540077	0.739649757174825	0.935791802812264	0.143062790232958	0.0898533316036131	0.660280758021367	0.10665
1	1695742	1695742	1695742	1695742	0	4	0.38780306595199	0	0.593377181657834	0.186589199456285	0.227793985051073	0.282025135266648	0.115474143654687	0.800586914490111	0.0807769929364278
1	1699201	1699201	1699201	1699201	0	5	0.633347185256224	0	0.584859200265579	0.540444762650986	0.687935748975932	0.990575224822555	0.284047218097911	0.13605175264362	0.277191925278698
1	1706735	1706735	1706735	1706735	0	4	0.517040681892576	0	0.288681273072707	0.864362621479616	0.867983815405465	0.876000812883158	0.262818114990258	0.639852203191277	0.167000801924619
1	1709119	1709119	1709119	1709119	0	4	0.463593163712035	0	0.430406681173537	0.898479731004247	0.410435943768268	0.539986075094421	0.1480082216518	0.388509684004013	0.0729
1	1719079	1719079	1719079	1719079	0	2	0.497813622749341	0	0.916269475454143	0.933430540866745	0.235074446733285	0.341337435027185	0.71810912721362	0.739637710136001	0.0264219443323921
1	1721556	1721556	1721556	1721556	0	0	0.235857485313932	0.235857485313932	0.28109087580027	0.926142398381169	0.466622836891226	0.483842745644494	0.443724321027602	0.827017426914575	0.0112
1	1738371	1738371	1738371	1738371	0	4	0.662093018923235	0	0.471381966640164	0.199729756281737	0.622653461785752	0.367210091553115	0.102631327185325	0.627965266783827	0.13210972166196
1	1738973	1738973	1738973	1738973	0	1	0.531672785291902	0	0.449818905876768	0.161536705698485	0.602630532659657	0.549470027035146	0.253970248749319	0.958041249172489	0.0161
1	1749412	1749412	1749412	1749412	0	0	0.324663174079305	0.324663174079305	0.272762626207843	0.576033892873242	0.390094234425698	0.838850302508327	0.86629400614926	0.398797144330944	0.0205
1	1766856	1766856	1766856	1766856	0	4	0.458956623998267	0	0.713484988258819	0.320567693328454	0.670540217212472	0.254992153589155	0.233060249364293	0.944252679809135	0.02365
1	1772488	1772488	1772488	1772488	0	4	0.48312867242843	0	0.520229575141181	0.554577212186027	0.796334506213609	0.264262279095486	0.182319595164468	0.793563244785271	0.0355386005421142
1	1882287	1882287	1882287	1882287	0	5	0.437272830244357	0	0.234784417827546	0.526816583013373	0.6811684885055	0.574455619832103	0.597276724789271	0.209886087640836	0.167133987582616
1	1886370	1886370	1886370	1886370	0	4	1.22037130206697	0	0.514249497510965	0.36694681047899	0.553146639104984	0.728353668356023	0.0309601156241769	0.427077781036288	0.0274
1	1888193	1888193	1888193	1888193	0	5	0.688114726326965	0	0.167262170287424	0.382791048081408	0.283323826091917	0.588191060573381	0.156592406595992	0.05809896178061	0.27875
1	1889356	1889356	1889356	1889356	0	5	0.118853413664321	0	0.917209497355591	0.640050635650625	0.773270458386225	0.676615438800895	0.724237537661893	0.550842723830723	0.0266452970049083
1	1892048	1892048	1892048	1892048	0	0	0.334289394190105	0.334289394190105	0.342027346196374	0.359715758607159	0.73849953278165	0.533626149966116	0.771628170991191	0.810116272257382	0.41595
1	1895177	1895177	1895177	1895177	0	3	0.662420319535828	0	0.60100581164784	0.548639968234004	0.537216062113276	0.116876896104608	0.217787573552721	0.536718166885417	0.254572864321608
1	1900186	1900186	1900186	1900186	0	2	1.05021418285048	0	0.617490887289646	0.319091995936982	0.0550067986320566	0.747329965655206	0.430499912466442	0.93128659611046	0.1982
1	1900232	1900232	1900232	1900232	0	1	1.15295073548928	0	0.883573966374958	0.0505171643426083	0.274877876499529	0.718438669647058	0.854347112854229	0.0551746041924761	0.44585
1	1905790	1905790	1905790	1905790	0	5	0.580859361460907	0	0.979249087293209	0.638859968204732	0.19943335012301	0.405114635178764	0.875364378300236	0.167705117044053	0.2431
1	1912181	1912181	1912181	1912181	0	2	0.68117341287316	0	0.994566376168053	0.971990001638138	0.193069368434764	0.865919944079445	0.900759065637079	0.926588250335375	0.08535
1	1914124	1914124	1914124	1914124	0	1	0.158020208244612	0	0.953188917520707	0.526881317307607	0.56114041202459	0.849687536502299	0.758111365264733	0.710795935494897	0.0393863179074447
1	1930391	1930391	1930391	1930391	0	5	0.133595497284582	0	0.553841595678523	0.608809656378971	0.427256837882679	0.383337491904466	0.495512880360258	0.364300234445936	0.295068795822035
1	1933267	1933267	1933267	1933267	0	1	0.478161257181447	0	0.654825835363561	0.254191061846343	0.665222898011962	0.764401503354248	0.970753846737782	0.884067536842293	0.03275
1	1939826	1939826	1939826	1939826	0	3	0.493764503555114	0	0.304749917420681	0.473878380773096	0.808456700308197	0.156462559532189	0.492487327123209	0.487724906383587	0.155888564819471
1	1941658	1941658	1941658	1941658	0	1	0.579145173762877	0	0.535665363023349	0.14453110577328	0.82550266306516	0.54841143170964	0.198776085293426	0.800416075704905	0.304378318805731
1	1951827	1951827	1951827	1951827	0	0	0.686973009776743	0.686973009776743	0.0689563352236762	0.210221493280059	0.104819870341875	0.655564779426446	0.335387739223366	0.574756762620522	0.170479630744531
1	1960388	1960388	1960388	1960388	0	5	0.852079077144208	0	0.563949543207201	0.925736266011266	0.0815517672204469	0.17129805768073	0.764094850507514	0.0792795492145174	0.0321866827600081
1	1966244	1966244	1966244	1966244	0	3	1.07954428339421	0	0.830659825237952	0.600869552776772	0.826394798111327	0.062139844310782	0.746301722862364	0.704675929547708	0.0577541181197268
1	1966659	1966659	1966659	1966659	0	4	0.326242726336783	0	0.369829495793249	0.759768557866169	0.987770525404323	0.777836984841666	0.358458258467272	0.650667908564716	0.02035
1	1967014	1967014	1967014	1967014	0	0	1.44575599143004	1.44575599143004	0.0191273993695118	0.5992156997673	0.617934560073389	0.396045319406396	0.533840989981127	0.362231532330193	0.282670025188917
1	1979724	1979724	1979724	1979724	0	0	0.575079756096833	0.575079756096833	0.162575862854248	0.922215947689008	0.301857357631733	0.611133124310796	0.86952374309146	0.595721163988625	0.239563424202796
1	1980000	1980000	1980000	1980000	0	2	0.433037275263398	0	0.78434991260703	0.62617786597097	0.286078607197558	0.809215140659329	0.774396087399672	0.775394396120676	0.0121718137008349
1	1981118	1981118	1981118	1981118	0	0	0.389790698064008	0.389790698064008	0.235070617170215	0.971005711470381	0.43284913437022	0.576751915560778	0.718874590406612	0.33089495980395	0.0897924395868846
1	1983208	1983208	1983208	1983208	0	4	0.704729866890638	0	0.481957648135865	0.153196777226728	0.516213844987068	0.592749859833447	0.101882544148366	0.829039629962996	0.397996173597825
1	1986754	1986754	1986754	1986754	0	2	1.13664360420598	0	0.748138912169608	0.151690264995851	0.0546183579864435	0.842672970273117	0.249826317607396	0.817445585402444	0.06085
1	1987762	1987762	1987762	1987762	0	4	0.421446102729192	0	0.262414507187364	0.912631915233528	0.994633932670316	0.445961722975401	0.195058483950413	0.514767295390537	0.145751436347143
1	1994110	1994110	1994110	1994110	0	5	0.65201654445667	0	0.11502839298497	0.103950204306703	0.0467376874201904	0.0309940449343189	0.0820002682438733	0.0182725318947099	0.037124248496994
1	1998878	1998878	1998878	1998878	0	4	0.894069537592349	0	0.67558757252695	0.96233839684435	0.638036623319926	0.578600328399747	0.0862208131761186	0.746872687603155	0.0204554615074567
1	2000288	2000288	2000288	2000288	0	5	1.30046660243517	0	0.941202990194397	0.658075638904552	0.831194445963424	0.0679530492342878	0.925029574267708	0.0416136710841096	0.013222478212962
1	2008959	2008959	2008959	2008959	0	3	1.40514708225968	0	0.231620805282712	0.0137256356088268	0.250915411543281	0.00987143419553236	0.421030465925206	0.405121240199376	0.013
1	2009294	2009294	2009294	2009294	0	4	0.160110624682012	0	0.685049118438538	0.791870461157628	0.742387260504094	0.957816589359653	0.547700980318328	0.878957010573003	0.0153
1	2027859	2027859	2027859	2027859	0	4	0.523055500015879	0	0.919127282631965	0.733745139360948	0.732656015359234	0.720753426650212	0.220033971335943	0.880460233851709	0.0135257898455637
1	2028557	2028557	2028557	2028557	0	4	0.871027078530976	0	0.85417694669081	0.535095204307794	0.905352948146965	0.109203645894907	0.0760520063018235	0.565116195824683	0.0203252032520325
1	2034953	2034953	2034953	2034953	0	2	0.402192725597424	0	0.661872001958338	0.671937149847531	0.266155795491747	0.721905792043655	0.604387297622271	0.997751991184691	0.0101824780723863
1	2036597	2036597	2036597	2036597	0	4	2.04528286789927	0	0.343248756381129	0.543523645824668	0.533972966377283	0.0680704038992933	0.00481101158306792	0.566735898797203	0.122053956473774
1	2037028	2037028	2037028	2037028	0	0	0.442275495034971	0.442275495034971	0.183207947411483	0.884739620308714	0.4698115353987	0.542606445056704	0.506078921903757	0.507247370181523	0.0102901315129003
1	2038732	2038732	2038732	2038732	0	5	0.81983206924604	0	0.182312201028505	0.764789276049449	0.943397236377444	0.822813341965391	0.141512285084194	0.115800309556247	0.2742
1	2045941	2045941	2045941	2045941	0	2	0.532092008510064	0	0.53168552688674	0.211004800647474	0.15615749367218	0.886110938007082	0.835947997950643	0.447060022671369	0.0109873570138471
1	2055826	2055826	2055826	2055826	0	1	0.472899331444072	0	0.868452969662128	0.226978875290906	0.674349082794014	0.979951478625857	0.606569872535405	0.417461777748666	0.0327069935691318
