chr	gene_id	gene_start	gene_end	GeneScan3D.Cauchy	GeneScan3D.Cauchy_knockoff_1	GeneScan3D.Cauchy_knockoff_2	GeneScan3D.Cauchy_knockoff_3	GeneScan3D.Cauchy_knockoff_4	GeneScan3D.Cauchy_knockoff_5
1	AURKAIP1	1309110	1310875	1.78906562009473e-07	3.71078665006852e-06	5.93180322118192e-05	1.70253660058961e-08	5.09128972314699e-08	2.95182767118263e-10
1	CCNL2	1321091	1334708	8.20603585083291e-10	8.15754773730859e-08	2.67310529267206e-09	4.37755964810549e-09	2.88478780863244e-08	9.3604551332227e-08
1	MRPL20	1337288	1342693	7.7809481080493e-09	0.00119237895883439	0.0075707411073751	0.00787774398821994	0.00729752892884972	0.0164349295365047
1	ANKRD65	1353800	1357149	3.54050122552962e-13	6.48884279641493e-11	6.74431599456682e-09	5.14058795531014e-11	9.12721676016304e-10	2.51967472442161e-08
1	TMEM88B	1361508	1363167	0.000140489776245367	0.034508663139116	0.0476533703667654	0.0921812831666373	0.514291870539231	0.0143052389140088
1	VWA1	1370241	1378262	2.86712543318135e-05	0.00902792899827509	0.020248630705231	0.000965594892051724	0.0447311409821531	0.133516372325677
1	ATAD3C	1385069	1405538	4.15616994680068e-05	0.186372256788335	0.0352862357423472	0.0378245611594426	0.101098505544829	0.295384072701009
1	ATAD3B	1407143	1433228	2.19158025061006e-13	4.04199118619886e-10	2.21421625479223e-07	4.9960036108132e-15	3.46511840332298e-08	6.19622908537565e-10
1	ATAD3A	1447531	1470067	1.39401756804602e-09	0.00957646447074278	0.0212831624236743	2.29406083495087e-05	4.06882073640258e-05	0.00316359556256329
1	TMEM240	1470554	1475833	5.78695546002983e-05	0.0812051559884761	0.0965633296413356	0.643598202569332	0.00702062234781076	0.79130211968257
1	SSU72	1477053	1510249	4.18481811677029e-05	0.112189741859322	0.558762623789854	0.249692726178548	0.0826258646889107	0.378925770219505
1	C1orf233	1533392	1535476	0.613472449829065	0.642548761898402	0.644391945860474	0.676512285924061	0.570217477043729	0.206314621027726
1	MIB2	1550795	1565990	0	1.71694993795925e-51	8.9412154595749e-61	5.63970962042274e-58	1.00459688178053e-55	3.7428650349565e-55
1	MMP23B	1567474	1570639	0.623878795311495	0.073432837939233	0.0301796149199725	0.452597787160065	0.831687199984539	0.829319159214239
1	CDK11B	1570603	1590473	0	2.98785190294871e-165	3.14203261973439e-181	9.0128647622004e-165	2.14482385181505e-167	2.43728526884381e-176
1	SLC35E2B	1592939	1624167	0	3.12488378109001e-174	5.19139284594433e-172	3.67720379626497e-187	1.22333767757367e-163	4.89435995045487e-175
1	CDK11A	1634169	1655766	0	1.05028268992847e-178	1.01434827816413e-189	7.62884850330007e-176	5.43008959492231e-168	4.74832958081526e-175
1	SLC35E2	1656277	1677431	0	3.02355448879313e-182	2.04044283224421e-194	1.30781626446177e-183	1.12205980033413e-180	3.93614341512925e-173
1	NADK	1682671	1711896	0	3.05715526639679e-187	6.48428259829364e-189	3.1501174965867e-181	1.79805764264744e-179	1.39167443698322e-177
1	GNB1	1716729	1822495	0	4.03033105287921e-228	9.65087338923409e-227	2.19699237347986e-237	2.06269306542372e-240	1.7911454148155e-225
1	CALML6	1846266	1848735	0	5.81692178015591e-176	2.22571036310151e-168	6.34008531012592e-157	4.88088174017056e-166	2.1898682590021e-192
1	TMEM52	1849029	1850712	0	1.57395645429428e-178	3.79201348151977e-168	8.23165468768732e-177	3.76646243372074e-163	1.92205515939635e-183
1	C1orf222	1853396	1935276	2.8473373277341e-209	1.52546334064914e-153	2.79883766376343e-139	1.76520462808674e-153	1.30738981775391e-153	9.26021144880764e-144
1	GABRD	1950780	1962192	1.63801003451604e-212	0.000415972351018645	9.95210870580188e-06	2.45856235481234e-06	0.00199505703467784	1.43317453860092e-05
1	PRKCZ	1981909	2116834	0	1.26835131583037e-208	7.45456876657189e-220	1.81163698163458e-213	8.43247798294444e-218	3.78934622233473e-228
1	C1orf86	2115903	2144159	0	1.68113328388907e-166	2.42521890100474e-161	5.33102041982529e-138	2.48620479048781e-149	7.18527335101531e-160
1	SKI	2160134	2241558	0	2.72350934787978e-237	2.77092794482802e-249	1.03514441147644e-238	4.87139338187571e-237	2.80786362795762e-244
1	MORN1	2252692	2323146	0	1.47306232824161e-52	8.81626137458269e-51	1.04482370636762e-54	6.43390884497046e-54	2.04592777067159e-58
1	RER1	2323267	2336883	0	2.48723650055917e-46	9.23979739135457e-48	1.9107239900701e-37	4.98584532164041e-47	4.10188294997957e-49
1	PEX10	2336236	2345236	0	6.23288382037448e-20	2.28705943072782e-14	7.54951656745106e-15	1.75703912246638e-19	9.29494397269408e-19
1	PLCH2	2357419	2436969	1.99840144432528e-14	2.85280409295652e-08	2.99512040946581e-07	1.28888873018873e-07	2.71183142608322e-09	2.93688702246442e-08
1	PANK4	2439972	2458039	0	1.21364047281729e-69	5.01669121982321e-70	2.00201263276253e-68	4.81897932308864e-56	2.03285230646746e-70
1	HES5	2460184	2461684	1.11168549898899e-06	6.66133814775094e-16	4.44089209850063e-15	3.71280783895145e-12	1.52335941033261e-17	4.9960036108132e-14
1	TNFRSF14	2487078	2496821	2.31393115016318e-37	2.22710738739806e-13	1.85407245112401e-14	3.68949315543432e-12	2.39051001216239e-10	9.54791801177635e-15
1	FAM213B	2517930	2522908	2.59220119950746e-37	1.04881177994231e-20	7.61649092934469e-22	2.70327771835531e-19	1.05606804497747e-23	6.21956428561248e-21
1	MMEL1	2522078	2564481	3.45278288894759e-44	5.28676065074203e-48	5.27137503135614e-46	7.56326249204195e-44	2.94696272096921e-46	1.1304512690214e-47
1	TTC34	2567415	2718286	1.73039630721682e-61	3.05780121511468e-22	6.88586829785037e-20	7.63542207395142e-25	1.7817268822797e-22	5.38698121490867e-27
