"","gene","GH_id","GH_chr","GH_start","GH_end","GH enhancer confidence score","GH gene connection score"
"105","P2RY10","GH0XF079138","chrX",78393712,78395979,1.49,3.3
"106","GPR174","GH0XF079138","chrX",78393712,78395979,1.49,1.86
"107","MAOB","GH0XF042939","chrX",42799204,42809002,1.48,5
"108","PDK3","GH0XF024476","chrX",24494519,24500364,1.48,9.6
"109","ZFX","GH0XF024476","chrX",24494519,24500364,1.48,4.4
"110","GDPD2","GH0XF070398","chrX",69618273,69619419,1.48,13.19
"111","ARR3","GH0XF070398","chrX",69618273,69619419,1.48,9.51
"112","IGBP1","GH0XF070398","chrX",69618273,69619419,1.48,3.14
"113","YY2","GH0XF021931","chrX",21950051,21953335,1.47,14.02
"114","SSX7","GH0XF052933","chrX",52963011,52965527,1.47,16.2
"115","XAGE1B","GH0XF052933","chrX",52963011,52965527,1.47,16.18
"116","XAGE1A","GH0XF052933","chrX",52963011,52965527,1.47,16.18
"117","SPANXN5","GH0XF052933","chrX",52963011,52965527,1.47,11.38
"118","XAGE5","GH0XF052933","chrX",52963011,52965527,1.47,11
"119","KDM5C","GH0XF052933","chrX",52963011,52965527,1.47,10.38
"120","IQSEC2","GH0XF052933","chrX",52963011,52965527,1.47,2.05
"121","TSPYL2","GH0XF052933","chrX",52963011,52965527,1.47,2.01
"122","FAM156A","GH0XF052933","chrX",52963011,52965527,1.47,1.6
"123","ZBED1","GH0XF002701","chrX",2619242,2629241,1.47,1.96
"124","CD99","GH0XF002701","chrX",2619242,2629241,1.47,1.88
"125","DHRSX","GH0XF002701","chrX",2619242,2629241,1.47,1.85
"126","ARSD","GH0XF002701","chrX",2619242,2629241,1.47,1.56
"127","XG","GH0XF002701","chrX",2619242,2629241,1.47,0.23
"128","CXorf38","GH0XF040103","chrX",39962597,39969982,1.47,11.7
"129","BCOR","GH0XF040103","chrX",39962597,39969982,1.47,4.73
"130","ZNF674","GH0XF045798","chrX",45657896,45670248,1.47,13.14
"131","GK","GH0XF030592","chrX",30610518,30612516,1.46,28.01
"132","CXorf21","GH0XF030592","chrX",30610518,30612516,1.46,9.06
"133","PHF6","GH0XF134372","chrX",133506399,133509662,1.46,9.52
"134","MID1IP1","GH0XF038868","chrX",38727255,38731617,1.45,3.46
"135","COL4A5","GH0XF108395","chrX",107638301,107645241,1.45,16.83
"136","COL4A6","GH0XF108395","chrX",107638301,107645241,1.45,14.78
"137","BCOR","GH0XF040150","chrX",40009925,40018368,1.44,2.54
"138","FHL1","GH0XF136201","chrX",135283360,135289703,1.44,14.93
"139","MAP7D3","GH0XF136201","chrX",135283360,135289703,1.44,4.58
"140","FTSJ1","GH0XF048485","chrX",48343798,48349762,1.44,37.64
"141","PORCN","GH0XF048485","chrX",48343798,48349762,1.44,20.21
"142","ZNF81","GH0XF048485","chrX",48343798,48349762,1.44,15.98
"143","EBP","GH0XF048485","chrX",48343798,48349762,1.44,12.56
"144","SLC38A5","GH0XF048485","chrX",48343798,48349762,1.44,5.69
"145","ZNF630","GH0XF048485","chrX",48343798,48349762,1.44,4.38
"146","RBM3","GH0XF048485","chrX",48343798,48349762,1.44,4.15
"147","WAS","GH0XF048485","chrX",48343798,48349762,1.44,2.44
"148","PQBP1","GH0XF048485","chrX",48343798,48349762,1.44,1.16
"149","OTUD5","GH0XF048485","chrX",48343798,48349762,1.44,1.13
"150","TMEM187","GH0XF153900","chrX",153165656,153171053,1.44,20.45
"151","EMD","GH0XF153900","chrX",153165656,153171053,1.44,15.15
"152","PLXNB3","GH0XF153900","chrX",153165656,153171053,1.44,14.54
"153","HCFC1","GH0XF153900","chrX",153165656,153171053,1.44,11.21
"154","PLXNA3","GH0XF153900","chrX",153165656,153171053,1.44,10.3
"155","RENBP","GH0XF153900","chrX",153165656,153171053,1.44,8.17
"156","IKBKG","GH0XF153900","chrX",153165656,153171053,1.44,4.88
"157","ABCD1","GH0XF153900","chrX",153165656,153171053,1.44,2.32
"158","MECP2","GH0XF153900","chrX",153165656,153171053,1.44,2.14
"159","ATP6AP1","GH0XF153900","chrX",153165656,153171053,1.44,1.2
"160","AVPR2","GH0XF153900","chrX",153165656,153171053,1.44,0.76
"161","L1CAM","GH0XF153900","chrX",153165656,153171053,1.44,0.4
"162","PNCK","GH0XF153730","chrX",152995693,152998536,1.42,19.69
"163","PLXNB3","GH0XF153730","chrX",152995693,152998536,1.42,12.86
"164","SLC6A8","GH0XF153730","chrX",152995693,152998536,1.42,9.41
"165","ABCD1","GH0XF153730","chrX",152995693,152998536,1.42,7
"166","MECP2","GH0XF153730","chrX",152995693,152998536,1.42,5.63
"167","TMEM187","GH0XF153730","chrX",152995693,152998536,1.42,4.73
"168","IKBKG","GH0XF153730","chrX",152995693,152998536,1.42,4.68
"169","ARHGAP4","GH0XF153730","chrX",152995693,152998536,1.42,4.02
"170","IRAK1","GH0XF153730","chrX",152995693,152998536,1.42,2.94
"171","RENBP","GH0XF153730","chrX",152995693,152998536,1.42,1.94
"172","SAT1","GH0XF023780","chrX",23798674,23809030,1.42,29.45
"173","ACOT9","GH0XF023780","chrX",23798674,23809030,1.42,10.8
"174","EIF2S3","GH0XF023780","chrX",23798674,23809030,1.42,9.85
"175","ZFX","GH0XF023780","chrX",23798674,23809030,1.42,6.25
"176","IL3RA","GH0XF001207","chrX",1326695,1328092,1.42,7.22
"177","AKAP17A","GH0XF001207","chrX",1326695,1328092,1.42,6.76
"178","ASMTL","GH0XF001207","chrX",1326695,1328092,1.42,4.2
"179","CRLF2","GH0XF001207","chrX",1326695,1328092,1.42,4.07
"180","CSF2RA","GH0XF001207","chrX",1326695,1328092,1.42,2.95
"181","P2RY8","GH0XF001207","chrX",1326695,1328092,1.42,2.01
"182","ASMT","GH0XF001207","chrX",1326695,1328092,1.42,1.74
"183","BEX2","GH0XF103729","chrX",102983929,102987247,1.42,7
"184","GLRA4","GH0XF103729","chrX",102983929,102987247,1.42,0.76
"185","PLP1","GH0XF103729","chrX",102983929,102987247,1.42,0.24
"186","CLCN4","GH0XF010165","chrX",10133042,10136537,1.42,36
"187","EFNB1","GH0XF068995","chrX",68214870,68220711,1.42,0.09
"188","CSF2RA","GH0XF001222","chrX",1341352,1342487,1.42,16.98
"189","IL3RA","GH0XF001222","chrX",1341352,1342487,1.42,15.81
"190","ASMTL","GH0XF001222","chrX",1341352,1342487,1.42,4.27
"191","AKAP17A","GH0XF001222","chrX",1341352,1342487,1.42,2.61
"192","ASMT","GH0XF001222","chrX",1341352,1342487,1.42,2.38
"193","P2RY8","GH0XF001222","chrX",1341352,1342487,1.42,2.24
"194","SLC25A6","GH0XF001222","chrX",1341352,1342487,1.42,2.11
"195","CRLF2","GH0XF001222","chrX",1341352,1342487,1.42,1.73
"196","CHST7","GH0XF046626","chrX",46485437,46490034,1.42,34.88
"197","SLC9A7","GH0XF046626","chrX",46485437,46490034,1.42,19.5
"198","RP2","GH0XF046626","chrX",46485437,46490034,1.42,9.01
"199","ZNF674","GH0XF046626","chrX",46485437,46490034,1.42,8.61
"200","SYTL4","GH0XF100642","chrX",99897555,99906464,1.41,16.69
"201","SRPX2","GH0XF100642","chrX",99897555,99906464,1.41,15.45
"202","TSPAN6","GH0XF100642","chrX",99897555,99906464,1.41,14.03
"203","ARMCX4","GH0XF100642","chrX",99897555,99906464,1.41,12.09
"204","CSTF2","GH0XF100642","chrX",99897555,99906464,1.41,11.93
"205","PCDH19","GH0XF100642","chrX",99897555,99906464,1.41,6.28
"206","XK","GH0XF037775","chrX",37634855,37637452,1.41,9.67
"207","CYBB","GH0XF037775","chrX",37634855,37637452,1.41,2.09
"208","EFNB1","GH0XF068841","chrX",68060857,68064654,1.4,0.36
"209","RPGR","GH0XF038275","chrX",38134454,38135853,1.4,5.98
"210","CYBB","GH0XF038275","chrX",38134454,38135853,1.4,2.96
"211","ZNF182","GH0XF048020","chrX",47879795,47881844,1.4,20.86
"212","ZNF630","GH0XF048020","chrX",47879795,47881844,1.4,20.55
"213","SYN1","GH0XF048020","chrX",47879795,47881844,1.4,1.59
"214","JADE3","GH0XF046960","chrX",46819529,46821491,1.4,0.23
"215","RGN","GH0XF046960","chrX",46819529,46821491,1.4,0.12
"216","NXT2","GH0XF109362","chrX",108605389,108605613,1.4,5.42
"217","GUCY2F","GH0XF109362","chrX",108605389,108605613,1.4,0.12
"218","GPR143","GH0XF009824","chrX",9792841,9793423,1.4,13.85
"219","SHROOM2","GH0XF009824","chrX",9792841,9793423,1.4,13.85
"220","BEX4","GH0XF103396","chrX",102650960,102654476,1.4,15.49
"221","TCEAL4","GH0XF103396","chrX",102650960,102654476,1.4,3.91
"222","FAM9C","GH0XF012969","chrX",12988021,13005695,1.4,12.96
"223","PRPS2","GH0XF012969","chrX",12988021,13005695,1.4,5.27
"224","TMSB4X","GH0XF012969","chrX",12988021,13005695,1.4,4.69
"225","TLR7","GH0XF012969","chrX",12988021,13005695,1.4,2.13
"226","TLR8","GH0XF012969","chrX",12988021,13005695,1.4,1.36
"227","NLGN3","GH0XF071170","chrX",70390452,70392049,1.39,0.29
"228","GAGE12G","GH0XF048589","chrX",48448092,48451145,1.39,16.16
"229","GAGE2A","GH0XF048589","chrX",48448092,48451145,1.39,16.16
"230","GAGE12C","GH0XF048589","chrX",48448092,48451145,1.39,16.16
"231","GAGE12J","GH0XF048589","chrX",48448092,48451145,1.39,16.16
"232","GAGE12H","GH0XF048589","chrX",48448092,48451145,1.39,16.16
"233","ZNF81","GH0XF048589","chrX",48448092,48451145,1.39,11.66
"234","UXT","GH0XF048589","chrX",48448092,48451145,1.39,10.55
"235","SLC38A5","GH0XF048589","chrX",48448092,48451145,1.39,4.47
"236","WDR13","GH0XF048589","chrX",48448092,48451145,1.39,0.76
"237","SH3KBP1","GH0XF019795","chrX",19813119,19819865,1.39,17.2
"238","CXorf23","GH0XF019795","chrX",19813119,19819865,1.39,10.19
"239","RPS6KA3","GH0XF019795","chrX",19813119,19819865,1.39,1.56
"240","DDX3X","GH0XF041083","chrX",40942728,40948825,1.39,15.01
"241","USP9X","GH0XF041083","chrX",40942728,40948825,1.39,14.03
"242","MED14","GH0XF041083","chrX",40942728,40948825,1.39,13.66
"243","CXorf38","GH0XF041083","chrX",40942728,40948825,1.39,5.63
"244","SAT1","GH0XF023802","chrX",23820395,23824116,1.39,5.85
"245","SASH3","GH0XF129754","chrX",128887978,128895575,1.39,15.55
"246","APLN","GH0XF129754","chrX",128887978,128895575,1.39,12.51
"247","ZDHHC9","GH0XF129754","chrX",128887978,128895575,1.39,12.23
"248","ELF4","GH0XF129754","chrX",128887978,128895575,1.39,8.89
"249","XPNPEP2","GH0XF129754","chrX",128887978,128895575,1.39,0.34
"250","ZNF41","GH0XF047360","chrX",47220159,47222634,1.39,4.26
"251","USP11","GH0XF047360","chrX",47220159,47222634,1.39,1.77
"252","SYN1","GH0XF047360","chrX",47220159,47222634,1.39,1.28
"253","ZNF81","GH0XF047360","chrX",47220159,47222634,1.39,1.14
"254","ZNF157","GH0XF047360","chrX",47220159,47222634,1.39,0.4
"255","MID1IP1","GH0XF039173","chrX",39033150,39035351,1.39,2.59
"256","F8A1","GH0XF154980","chrX",154208810,154209850,1.38,24.04
"257","FUNDC2","GH0XF154980","chrX",154208810,154209850,1.38,0.24
"258","MXRA5","GH0XF003518","chrX",3436432,3441178,1.38,25.59
"259","ARSF","GH0XF003518","chrX",3436432,3441178,1.38,1.69
"260","XIAP","GH0XF123993","chrX",123127052,123129449,1.38,5.34
"261","STAG2","GH0XF123993","chrX",123127052,123129449,1.38,1.46
"262","HSD17B10","GH0XF053713","chrX",53740301,53745947,1.37,8.86
"263","RIBC1","GH0XF053713","chrX",53740301,53745947,1.37,4.58
"264","PHF8","GH0XF053713","chrX",53740301,53745947,1.37,3.7
"265","HUWE1","GH0XF053713","chrX",53740301,53745947,1.37,1.76
"266","SMC1A","GH0XF053713","chrX",53740301,53745947,1.37,1.48
"267","KDM5C","GH0XF053713","chrX",53740301,53745947,1.37,1.32
"268","TBL1X","GH0XF008987","chrX",8955651,8956842,1.37,1.19
"269","GPC3","GH0XF134025","chrX",133159555,133161470,1.37,7.37
"270","LONRF3","GH0XF119014","chrX",118148484,118150808,1.37,19.52
"271","TMEM164","GH0XF110023","chrX",109267011,109271337,1.37,13.78
"272","USP9X","GH0XF040944","chrX",40803655,40805652,1.37,12.83
"273","RHOXF2B","GH0XF120035","chrX",119169484,119171799,1.37,0.24
"274","YY2","GH0XF021996","chrX",22014519,22015918,1.37,4.26
"275","SH3KBP1","GH0XF019595","chrX",19613181,19613918,1.36,12.57
"276","CXorf23","GH0XF019595","chrX",19613181,19613918,1.36,9.46
"277","MAP3K15","GH0XF019595","chrX",19613181,19613918,1.36,0.16
"278","ZNF182","GH0XF048710","chrX",48568913,48574949,1.36,14.4
"279","ZNF630","GH0XF048710","chrX",48568913,48574949,1.36,12.48
"280","PQBP1","GH0XF048710","chrX",48568913,48574949,1.36,6.26
"281","OTUD5","GH0XF048710","chrX",48568913,48574949,1.36,2.28
"282","PIM2","GH0XF048710","chrX",48568913,48574949,1.36,2.27
"283","GRIPAP1","GH0XF048710","chrX",48568913,48574949,1.36,1.82
"284","TBC1D25","GH0XF048710","chrX",48568913,48574949,1.36,1.46
"285","SUV39H1","GH0XF048710","chrX",48568913,48574949,1.36,0.34
"286","NXT2","GH0XF109739","chrX",108982823,108983931,1.36,4.78
"287","TMEM164","GH0XF109739","chrX",108982823,108983931,1.36,1.39
"288","ACSL4","GH0XF109739","chrX",108982823,108983931,1.36,0.4
"289","CYBB","GH0XF037801","chrX",37660454,37662253,1.36,5.69
"290","DYNLT3","GH0XF037801","chrX",37660454,37662253,1.36,0.23
"291","SAT1","GH0XF023883","chrX",23901118,23903716,1.35,31.19
"292","ACOT9","GH0XF023883","chrX",23901118,23903716,1.35,23.63
"293","APOO","GH0XF023883","chrX",23901118,23903716,1.35,5.26
"294","EIF2S3","GH0XF023883","chrX",23901118,23903716,1.35,4.81
"295","ZFX","GH0XF023883","chrX",23901118,23903716,1.35,4.13
"296","CXorf58","GH0XF023883","chrX",23901118,23903716,1.35,0.31
"297","MAGEA4","GH0XF151788","chrX",150957204,150959660,1.35,0.11
"298","YIPF6","GH0XF068503","chrX",67722900,67725345,1.35,5.11
"299","OGT","GH0XF071180","chrX",70400521,70404459,1.35,46.58
"300","P2RY4","GH0XF071180","chrX",70400521,70404459,1.35,30.52
"301","RGAG4","GH0XF071180","chrX",70400521,70404459,1.35,19.37
"302","SNX12","GH0XF071180","chrX",70400521,70404459,1.35,9.84
"303","IL2RG","GH0XF071180","chrX",70400521,70404459,1.35,6.56
"304","GJB1","GH0XF071180","chrX",70400521,70404459,1.35,4.71
"305","CXCR3","GH0XF071180","chrX",70400521,70404459,1.35,1.87
"306","MED12","GH0XF071180","chrX",70400521,70404459,1.35,1.74
"307","NONO","GH0XF071180","chrX",70400521,70404459,1.35,1.51
"308","TAF1","GH0XF071180","chrX",70400521,70404459,1.35,1.32
"309","NLGN3","GH0XF071180","chrX",70400521,70404459,1.35,0.25
"310","CLCN5","GH0XF049957","chrX",49722473,49726158,1.35,9.88
"311","ELF4","GH0XF129930","chrX",129064554,129067376,1.35,7.71
"312","UTP14A","GH0XF129930","chrX",129064554,129067376,1.35,0.29
"313","WDR45","GH0XF049078","chrX",48936305,48938620,1.34,14.6
"314","PLP2","GH0XF049078","chrX",48936305,48938620,1.34,4.82
"315","PRAF2","GH0XF049078","chrX",48936305,48938620,1.34,0.4
"316","CUL4B","GH0XF120760","chrX",119894766,119896412,1.34,3.02
"317","C1GALT1C1","GH0XF120760","chrX",119894766,119896412,1.34,1.4
"318","FAM9B","GH0XF009314","chrX",9282958,9287039,1.34,30.75
"319","TBL1X","GH0XF009314","chrX",9282958,9287039,1.34,13.09
"320","ZRSR2","GH0XF016113","chrX",16131908,16133452,1.34,11.22
"321","GRPR","GH0XF016113","chrX",16131908,16133452,1.34,0.4
"322","IRAK1","GH0XF154135","chrX",153401039,153403157,1.34,12.24
"323","TMEM187","GH0XF154135","chrX",153401039,153403157,1.34,11.4
"324","PLXNA3","GH0XF154135","chrX",153401039,153403157,1.34,10.02
"325","RENBP","GH0XF154135","chrX",153401039,153403157,1.34,4.47
"326","MECP2","GH0XF154135","chrX",153401039,153403157,1.34,2.72
"327","ARHGAP4","GH0XF154135","chrX",153401039,153403157,1.34,2.12
"328","TAZ","GH0XF154135","chrX",153401039,153403157,1.34,1.6
"329","IKBKG","GH0XF154135","chrX",153401039,153403157,1.34,1.25
"330","ABCD1","GH0XF154135","chrX",153401039,153403157,1.34,1.17
"331","CDKL5","GH0XF018674","chrX",18692301,18694031,1.33,1.69
"332","PHKA2","GH0XF018674","chrX",18692301,18694031,1.33,1.64
"333","PPEF1","GH0XF018674","chrX",18692301,18694031,1.33,0.76
"334","MAMLD1","GH0XF150198","chrX",149366629,149371831,1.33,3.9
"335","SH3KBP1","GH0XF019855","chrX",19873720,19875917,1.33,15.65
"336","CXorf23","GH0XF019855","chrX",19873720,19875917,1.33,13.9
"337","ARHGAP6","GH0XF011422","chrX",11441061,11442120,1.33,3.3
"338","NDUFA1","GH0XF119767","chrX",118901364,118902530,1.33,12.48
"339","RNF113A","GH0XF119767","chrX",118901364,118902530,1.33,12.48
"340","UPF3B","GH0XF119767","chrX",118901364,118902530,1.33,7.48
"341","SOWAHD","GH0XF119767","chrX",118901364,118902530,1.33,7.12
"342","MAP7D3","GH0XF136213","chrX",135295531,135298488,1.33,23.25
"343","FHL1","GH0XF136213","chrX",135295531,135298488,1.33,13.1
"344","XK","GH0XF037745","chrX",37604630,37607252,1.33,12.43
"345","CYBB","GH0XF037745","chrX",37604630,37607252,1.33,5.83
"346","MXRA5","GH0XF003548","chrX",3466725,3468065,1.33,7.26
"347","CFP","GH0XF047632","chrX",47491600,47494914,1.33,14.2
"348","ARAF","GH0XF047632","chrX",47491600,47494914,1.33,6.86
"349","ELK1","GH0XF047632","chrX",47491600,47494914,1.33,0.34
"350","WAS","GH0XF048785","chrX",48643409,48647362,1.33,10.27
"351","GATA1","GH0XF048785","chrX",48643409,48647362,1.33,8.72
"352","PQBP1","GH0XF048785","chrX",48643409,48647362,1.33,7.74
"353","HDAC6","GH0XF048785","chrX",48643409,48647362,1.33,0.36
"354","FTHL17","GH0XF031223","chrX",31241221,31243445,1.33,12.18
"355","GNL3L","GH0XF054481","chrX",54508185,54511794,1.32,19.67
"356","TSR2","GH0XF054481","chrX",54508185,54511794,1.32,16.66
"357","FGD1","GH0XF054481","chrX",54508185,54511794,1.32,0.36
"358","GK","GH0XF030625","chrX",30644066,30647256,1.32,33.36
"359","CXorf21","GH0XF030625","chrX",30644066,30647256,1.32,19.63
"360","ZCCHC12","GH0XF118751","chrX",117885457,117887564,1.32,4.21
"361","LONRF3","GH0XF118751","chrX",117885457,117887564,1.32,3.27
"362","HCFC1","GH0XF154001","chrX",153266653,153269250,1.32,26.39
"363","TMEM187","GH0XF154001","chrX",153266653,153269250,1.32,13.85
"364","IRAK1","GH0XF154001","chrX",153266653,153269250,1.32,13.79
"365","EMD","GH0XF154001","chrX",153266653,153269250,1.32,12.43
"366","PLXNA3","GH0XF154001","chrX",153266653,153269250,1.32,10.13
"367","FAM58A","GH0XF153621","chrX",152887213,152894348,1.32,13.37
"368","DUSP9","GH0XF153621","chrX",152887213,152894348,1.32,13.07
"369","ZNF185","GH0XF153621","chrX",152887213,152894348,1.32,4.52
"370","ABCD1","GH0XF153621","chrX",152887213,152894348,1.32,4.35
"371","PDZD4","GH0XF153621","chrX",152887213,152894348,1.32,3.99
"372","ATP2B3","GH0XF153621","chrX",152887213,152894348,1.32,1.69
"373","CHST7","GH0XF046461","chrX",46320636,46321663,1.32,5.56
"374","SLC9A7","GH0XF046461","chrX",46320636,46321663,1.32,5.03
"375","DOCK11","GH0XF118500","chrX",117634560,117639162,1.32,6.91
"376","NKRF","GH0XF119729","chrX",118863633,118864362,1.32,13.18
"377","FAM9C","GH0XF012987","chrX",13005720,13008519,1.32,12.97
